locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEBKDNAM_00761	CDS	987	trpS	6.1.1.2		Tryptophan--tRNA ligase
MEBKDNAM_00762	CDS	375				hypothetical protein
MEBKDNAM_00763	CDS	1650	dppE		COG4166	Dipeptide-binding protein DppE
MEBKDNAM_00764	CDS	930	oppB		COG0601	Oligopeptide transport system permease protein OppB
MEBKDNAM_00765	CDS	1020	oppC		COG1173	Oligopeptide transport system permease protein OppC
MEBKDNAM_00766	CDS	1062	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
MEBKDNAM_00767	CDS	936	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
MEBKDNAM_00768	CDS	183				hypothetical protein
MEBKDNAM_00769	CDS	399	spxA		COG1393	Regulatory protein Spx
MEBKDNAM_00770	CDS	669				hypothetical protein
MEBKDNAM_00771	CDS	681	mecA		COG4862	Adapter protein MecA 1
MEBKDNAM_00772	CDS	1509	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
MEBKDNAM_00773	CDS	1287	coiA		COG4469	Competence protein CoiA
MEBKDNAM_00774	CDS	1824	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
MEBKDNAM_00775	CDS	894				hypothetical protein
MEBKDNAM_00776	CDS	414	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
MEBKDNAM_00777	CDS	609	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
MEBKDNAM_00778	CDS	588	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
MEBKDNAM_00779	CDS	378				hypothetical protein
MEBKDNAM_00780	CDS	699	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
MEBKDNAM_00781	CDS	816	ppnKA	2.7.1.23	COG0061	NAD kinase 1
MEBKDNAM_00782	CDS	900	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MEBKDNAM_00783	CDS	738	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
MEBKDNAM_00784	CDS	1179	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
MEBKDNAM_00785	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
MEBKDNAM_00786	CDS	408				hypothetical protein
MEBKDNAM_00787	CDS	1047	cotI			Spore coat protein I
MEBKDNAM_00788	CDS	1140	cotSA_1	2.4.-.-	COG0438	Spore coat protein SA
MEBKDNAM_00789	CDS	1020	cotS			Spore coat protein S
MEBKDNAM_00790	CDS	612				hypothetical protein
MEBKDNAM_00791	CDS	1164	cotSA_2	2.4.-.-	COG0438	Spore coat protein SA
MEBKDNAM_00792	CDS	957	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
MEBKDNAM_00793	CDS	1284	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
MEBKDNAM_00794	CDS	336				hypothetical protein
MEBKDNAM_00795	CDS	456				hypothetical protein
MEBKDNAM_00796	CDS	765				hypothetical protein
MEBKDNAM_00797	CDS	723				hypothetical protein
MEBKDNAM_00798	CDS	339				hypothetical protein
MEBKDNAM_00799	CDS	225				hypothetical protein
MEBKDNAM_00800	CDS	204				hypothetical protein
MEBKDNAM_00801	CDS	207				hypothetical protein
MEBKDNAM_00802	CDS	447				hypothetical protein
MEBKDNAM_00803	CDS	480				hypothetical protein
MEBKDNAM_00804	CDS	1014	spoVAD_1			Stage V sporulation protein AD
MEBKDNAM_00805	CDS	357				hypothetical protein
MEBKDNAM_00806	CDS	207				hypothetical protein
MEBKDNAM_00807	CDS	861				hypothetical protein
MEBKDNAM_00808	CDS	171				hypothetical protein
MEBKDNAM_00809	CDS	321	ydbP		COG0526	Thioredoxin-like protein YdbP
MEBKDNAM_00810	CDS	237				hypothetical protein
MEBKDNAM_00811	CDS	135				hypothetical protein
MEBKDNAM_00812	CDS	258				hypothetical protein
MEBKDNAM_00813	CDS	435		2.3.1.-		Acetyltransferase
MEBKDNAM_00814	CDS	522	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
MEBKDNAM_00815	CDS	729				hypothetical protein
MEBKDNAM_00816	CDS	1104	metI_1	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
MEBKDNAM_00817	CDS	1179	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
MEBKDNAM_00818	CDS	210				hypothetical protein
MEBKDNAM_00819	CDS	432				hypothetical protein
MEBKDNAM_00820	CDS	699	epsE	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
MEBKDNAM_00821	CDS	1119	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
MEBKDNAM_00822	CDS	1056				hypothetical protein
MEBKDNAM_00823	tRNA	76				tRNA-Val(gac)
MEBKDNAM_00824	CDS	1164	Int-Tn_1			Transposase from transposon Tn916
MEBKDNAM_00825	CDS	831				hypothetical protein
MEBKDNAM_00826	CDS	195				hypothetical protein
MEBKDNAM_00827	CDS	975				hypothetical protein
MEBKDNAM_00828	CDS	684				hypothetical protein
MEBKDNAM_00829	CDS	882				IS3 family transposase ISCce3
MEBKDNAM_00830	CDS	291				hypothetical protein
MEBKDNAM_00831	CDS	90				hypothetical protein
MEBKDNAM_00832	CDS	843				hypothetical protein
MEBKDNAM_00833	CDS	291				hypothetical protein
MEBKDNAM_00834	CDS	570				IS3 family transposase ISCce3
MEBKDNAM_00835	CDS	195				hypothetical protein
MEBKDNAM_00836	CDS	243				hypothetical protein
MEBKDNAM_00837	CDS	2826				hypothetical protein
MEBKDNAM_00838	CDS	3246				hypothetical protein
MEBKDNAM_00839	CDS	1482	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
MEBKDNAM_00840	CDS	1530	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
MEBKDNAM_00841	CDS	1170				IS256 family transposase IS654
MEBKDNAM_00842	CDS	258				hypothetical protein
MEBKDNAM_00843	CDS	396				hypothetical protein
MEBKDNAM_00844	CDS	501	parA			Chromosome partitioning protein ParA
MEBKDNAM_00845	CDS	312				hypothetical protein
MEBKDNAM_00846	CDS	927				IS3 family transposase ISHahy4
MEBKDNAM_00847	CDS	402				IS1595 family transposase ISDess1
MEBKDNAM_00848	CDS	363				hypothetical protein
MEBKDNAM_00849	CDS	300				hypothetical protein
MEBKDNAM_00850	CDS	216				hypothetical protein
MEBKDNAM_00851	CDS	222				hypothetical protein
MEBKDNAM_00852	CDS	1488				hypothetical protein
MEBKDNAM_00853	CDS	489				hypothetical protein
MEBKDNAM_00854	CDS	372	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
MEBKDNAM_00855	CDS	219	sotB			sugar efflux transporter
MEBKDNAM_00856	CDS	312				hypothetical protein
MEBKDNAM_00857	CDS	927				IS3 family transposase ISHahy4
MEBKDNAM_00858	CDS	993	ydhP		COG2814	Inner membrane transport protein YdhP
MEBKDNAM_00859	CDS	846	ytbE_2	1.-.-.-	COG0656	putative oxidoreductase YtbE
MEBKDNAM_00860	CDS	138				hypothetical protein
MEBKDNAM_00861	CDS	516				hypothetical protein
MEBKDNAM_00862	CDS	816	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
MEBKDNAM_00863	CDS	1050	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
MEBKDNAM_00864	CDS	612	thi4	2.4.2.59		Thiamine thiazole synthase
MEBKDNAM_00865	CDS	1176				hypothetical protein
MEBKDNAM_00866	CDS	759				hypothetical protein
MEBKDNAM_00867	CDS	288	fixX		COG2440	Ferredoxin-like protein FixX
MEBKDNAM_00868	CDS	225				hypothetical protein
MEBKDNAM_00869	CDS	222				hypothetical protein
MEBKDNAM_00870	CDS	1845	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
MEBKDNAM_00871	CDS	1065	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
MEBKDNAM_00872	CDS	675	hssR			Heme response regulator HssR
MEBKDNAM_00873	CDS	792	drrB			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
MEBKDNAM_00874	CDS	1011	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
MEBKDNAM_00875	CDS	2358	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
MEBKDNAM_00876	CDS	1035	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
MEBKDNAM_00877	CDS	165				hypothetical protein
MEBKDNAM_00878	CDS	153				hypothetical protein
MEBKDNAM_00879	CDS	663				hypothetical protein
MEBKDNAM_00880	CDS	495				hypothetical protein
MEBKDNAM_00881	CDS	216				hypothetical protein
MEBKDNAM_00882	CDS	873	ykqA	2.3.2.-	COG2105	Putative gamma-glutamylcyclotransferase YkqA
MEBKDNAM_00883	CDS	552				hypothetical protein
MEBKDNAM_00884	CDS	465				hypothetical protein
MEBKDNAM_00885	CDS	267				hypothetical protein
MEBKDNAM_00886	CDS	1293	abaF_1			Fosfomycin resistance protein AbaF
MEBKDNAM_00887	CDS	984	arcB	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
MEBKDNAM_00888	CDS	915	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MEBKDNAM_00889	CDS	927	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
MEBKDNAM_00890	CDS	627				hypothetical protein
MEBKDNAM_00891	CDS	747	yjjP		COG2966	Inner membrane protein YjjP
MEBKDNAM_00892	CDS	426				hypothetical protein
MEBKDNAM_00893	CDS	1161	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
MEBKDNAM_00894	CDS	825				hypothetical protein
MEBKDNAM_00895	CDS	1128	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
MEBKDNAM_00896	CDS	1536	actP		COG4147	Cation/acetate symporter ActP
MEBKDNAM_00897	CDS	342				hypothetical protein
MEBKDNAM_00898	CDS	1416	yhdG		COG0531	putative amino acid permease YhdG
MEBKDNAM_00899	CDS	741	sigI			RNA polymerase sigma factor SigI
MEBKDNAM_00900	CDS	1257				hypothetical protein
MEBKDNAM_00901	CDS	204	sspD			Small, acid-soluble spore protein D
MEBKDNAM_00902	CDS	1017	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
MEBKDNAM_00903	CDS	2097				hypothetical protein
MEBKDNAM_00904	CDS	1266	araN_1		COG1653	putative arabinose-binding protein
MEBKDNAM_00905	CDS	900	lacF_2			Lactose transport system permease protein LacF
MEBKDNAM_00906	CDS	828	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
MEBKDNAM_00907	CDS	153				hypothetical protein
MEBKDNAM_00908	CDS	168				hypothetical protein
MEBKDNAM_00909	CDS	153				hypothetical protein
MEBKDNAM_00910	CDS	1773				hypothetical protein
MEBKDNAM_00911	CDS	2217	kinE	2.7.13.3	COG2202	Sporulation kinase E
MEBKDNAM_00912	CDS	492	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
MEBKDNAM_00913	CDS	1014	rbsC_1		COG1172	Ribose import permease protein RbsC
MEBKDNAM_00914	CDS	1536	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MEBKDNAM_00915	CDS	1149				hypothetical protein
MEBKDNAM_00916	CDS	1068	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
MEBKDNAM_00917	CDS	1191	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
MEBKDNAM_00918	CDS	816	yafV	3.5.1.3		Omega-amidase YafV
MEBKDNAM_00919	CDS	1176	bacF	2.6.1.-	COG0436	Transaminase BacF
MEBKDNAM_00920	CDS	384				hypothetical protein
MEBKDNAM_00921	CDS	1242	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
MEBKDNAM_00922	CDS	663	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
MEBKDNAM_00923	CDS	636	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
MEBKDNAM_00924	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
MEBKDNAM_00925	CDS	732	zupT		COG0428	Zinc transporter ZupT
MEBKDNAM_00926	CDS	462	mhqR		COG1846	HTH-type transcriptional regulator MhqR
MEBKDNAM_00927	CDS	204				hypothetical protein
MEBKDNAM_00928	CDS	552				hypothetical protein
MEBKDNAM_00929	CDS	2019	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
MEBKDNAM_00930	CDS	1425	arcD		COG0531	Arginine/ornithine antiporter
MEBKDNAM_00931	CDS	252				hypothetical protein
MEBKDNAM_00932	CDS	1695				hypothetical protein
MEBKDNAM_00933	CDS	519				hypothetical protein
MEBKDNAM_00934	CDS	729	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
MEBKDNAM_00935	CDS	1026	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
MEBKDNAM_00936	CDS	654				hypothetical protein
MEBKDNAM_00937	CDS	2136	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
MEBKDNAM_00938	CDS	744				hypothetical protein
MEBKDNAM_00939	CDS	1038				hypothetical protein
MEBKDNAM_00940	CDS	1512	gerBA_1			Spore germination protein B1
MEBKDNAM_00941	CDS	1092	gerAC			Spore germination protein A3
MEBKDNAM_00942	CDS	1113	yndE_1			Spore germination protein YndE
MEBKDNAM_00943	CDS	672	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MEBKDNAM_00944	CDS	438	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
MEBKDNAM_00945	CDS	735	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
MEBKDNAM_00946	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MEBKDNAM_00947	CDS	660				hypothetical protein
MEBKDNAM_00948	CDS	183				hypothetical protein
MEBKDNAM_00949	CDS	588				hypothetical protein
MEBKDNAM_00950	CDS	195				hypothetical protein
MEBKDNAM_00951	CDS	645				hypothetical protein
MEBKDNAM_00952	CDS	759	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MEBKDNAM_00953	CDS	246				hypothetical protein
MEBKDNAM_00954	CDS	1278	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
MEBKDNAM_00955	CDS	639	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
MEBKDNAM_00956	CDS	129				hypothetical protein
MEBKDNAM_00957	CDS	822	yvaM	3.-.-.-		AB hydrolase superfamily protein YvaM
MEBKDNAM_00958	CDS	858	glcT		COG3711	PtsGHI operon antiterminator
MEBKDNAM_00959	CDS	2016	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
MEBKDNAM_00960	CDS	264	ptsH			Phosphocarrier protein HPr
MEBKDNAM_00961	CDS	1722	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
MEBKDNAM_00962	CDS	552				hypothetical protein
MEBKDNAM_00963	CDS	198				hypothetical protein
MEBKDNAM_00964	CDS	1977	mcpC		COG0840	Methyl-accepting chemotaxis protein McpC
MEBKDNAM_00965	CDS	2853	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
MEBKDNAM_00966	CDS	1320	odhB	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
MEBKDNAM_00967	CDS	318				hypothetical protein
MEBKDNAM_00968	CDS	786	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MEBKDNAM_00969	CDS	867	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MEBKDNAM_00970	CDS	1209	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
MEBKDNAM_00971	CDS	783	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
MEBKDNAM_00972	CDS	1620	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MEBKDNAM_00973	CDS	576	kstR2_1			HTH-type transcriptional repressor KstR2
MEBKDNAM_00974	CDS	1059				hypothetical protein
MEBKDNAM_00975	CDS	786	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
MEBKDNAM_00976	CDS	975		1.3.1.103		2-haloacrylate reductase
MEBKDNAM_00977	CDS	1158	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
MEBKDNAM_00978	CDS	228				hypothetical protein
MEBKDNAM_00979	CDS	987	corA_1		COG0598	Cobalt/magnesium transport protein CorA
MEBKDNAM_00980	CDS	651				hypothetical protein
MEBKDNAM_00981	CDS	1182				hypothetical protein
MEBKDNAM_00982	CDS	435				hypothetical protein
MEBKDNAM_00983	CDS	870	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
MEBKDNAM_00984	CDS	768	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
MEBKDNAM_00985	CDS	1218	ykuI		COG2200	putative EAL-domain containing protein YkuI
MEBKDNAM_00986	CDS	234				hypothetical protein
MEBKDNAM_00987	CDS	198	ykzF			putative protein YkzF
MEBKDNAM_00988	CDS	477	ykuL		COG0517	CBS domain-containing protein YkuL
MEBKDNAM_00989	CDS	744				hypothetical protein
MEBKDNAM_00990	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
MEBKDNAM_00991	CDS	711	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MEBKDNAM_00992	CDS	1134		3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
MEBKDNAM_00993	CDS	243				hypothetical protein
MEBKDNAM_00994	CDS	564	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MEBKDNAM_00995	CDS	456	ykuV	1.8.-.-	COG0526	Thiol-disulfide oxidoreductase YkuV
MEBKDNAM_00996	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
MEBKDNAM_00997	CDS	1668	rnjA	3.1.-.-	COG0595	Ribonuclease J1
MEBKDNAM_00998	CDS	216				hypothetical protein
MEBKDNAM_00999	CDS	258				hypothetical protein
MEBKDNAM_01000	CDS	777				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
MEBKDNAM_01001	CDS	555		3.5.1.88		Peptide deformylase 2
MEBKDNAM_01002	CDS	1110	pdhA_1	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
MEBKDNAM_01003	CDS	978	pdhB_1	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
MEBKDNAM_01004	CDS	1311	pdhC_2	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MEBKDNAM_01005	CDS	1413	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
MEBKDNAM_01006	CDS	243				hypothetical protein
MEBKDNAM_01007	CDS	378				hypothetical protein
MEBKDNAM_01008	CDS	126				hypothetical protein
MEBKDNAM_01009	CDS	1473	speA_2	4.1.1.19	COG1982	Arginine decarboxylase
MEBKDNAM_01010	CDS	960		1.6.5.11	COG2070	NADH:quinone reductase
MEBKDNAM_01011	CDS	309				hypothetical protein
MEBKDNAM_01012	CDS	261				hypothetical protein
MEBKDNAM_01013	CDS	795	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
MEBKDNAM_01014	CDS	174				hypothetical protein
MEBKDNAM_01015	CDS	1845	typA		COG1217	GTP-binding protein TypA/BipA
MEBKDNAM_01016	CDS	324				hypothetical protein
MEBKDNAM_01017	CDS	285				hypothetical protein
MEBKDNAM_01018	CDS	201				hypothetical protein
MEBKDNAM_01019	CDS	594				hypothetical protein
MEBKDNAM_01020	CDS	1332				hypothetical protein
MEBKDNAM_01021	CDS	507				hypothetical protein
MEBKDNAM_01022	CDS	288				hypothetical protein
MEBKDNAM_01023	CDS	1212	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MEBKDNAM_01024	CDS	3444	pycA	6.4.1.1		Pyruvate carboxylase
MEBKDNAM_01025	CDS	954	ctaA_1	1.3.-.-		Heme A synthase
MEBKDNAM_01026	CDS	924	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
MEBKDNAM_01027	CDS	1071	ctaC	1.9.3.1		Cytochrome c oxidase subunit 2
MEBKDNAM_01028	CDS	1869	ctaD	1.9.3.1		Cytochrome c oxidase subunit 1
MEBKDNAM_01029	CDS	621	ctaE	1.9.3.1		Cytochrome c oxidase subunit 3
MEBKDNAM_01030	CDS	333	caaD	1.9.3.1		Cytochrome c oxidase subunit 4B
MEBKDNAM_01031	CDS	903				hypothetical protein
MEBKDNAM_01032	CDS	456				hypothetical protein
MEBKDNAM_01033	CDS	294				hypothetical protein
MEBKDNAM_01034	CDS	360				hypothetical protein
MEBKDNAM_01035	CDS	426	hrp1		COG0517	Hypoxic response protein 1
MEBKDNAM_01036	CDS	1008				hypothetical protein
MEBKDNAM_01037	CDS	384				hypothetical protein
MEBKDNAM_01038	CDS	234				hypothetical protein
MEBKDNAM_01039	CDS	372				hypothetical protein
MEBKDNAM_01040	CDS	447				hypothetical protein
MEBKDNAM_01041	CDS	270				hypothetical protein
MEBKDNAM_01042	CDS	390				hypothetical protein
MEBKDNAM_01043	CDS	609	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MEBKDNAM_01044	CDS	495	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
MEBKDNAM_01045	CDS	1236	ylbJ		COG3314	Sporulation integral membrane protein YlbJ
MEBKDNAM_01046	CDS	780			COG1752	putative NTE family protein
MEBKDNAM_01047	CDS	1020	ylbL		COG3480	putative protein YlbL
MEBKDNAM_01048	CDS	1221	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
MEBKDNAM_01049	CDS	543				hypothetical protein
MEBKDNAM_01050	CDS	327				hypothetical protein
MEBKDNAM_01051	CDS	756		4.2.1.150	COG1024	Crotonyl-CoA hydratase
MEBKDNAM_01052	CDS	579				hypothetical protein
MEBKDNAM_01053	CDS	891	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MEBKDNAM_01054	CDS	387				hypothetical protein
MEBKDNAM_01055	CDS	1629	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
MEBKDNAM_01056	CDS	933	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
MEBKDNAM_01057	CDS	357	ftsL		COG4839	Cell division protein FtsL
MEBKDNAM_01058	CDS	2205	pbpB		COG0768	Penicillin-binding protein 2B
MEBKDNAM_01059	CDS	1935	spoVD		COG0768	Stage V sporulation protein D
MEBKDNAM_01060	CDS	105				hypothetical protein
MEBKDNAM_01061	CDS	1470	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MEBKDNAM_01062	CDS	468				hypothetical protein
MEBKDNAM_01063	CDS	975	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MEBKDNAM_01064	CDS	1356	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
MEBKDNAM_01065	CDS	1101	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MEBKDNAM_01066	CDS	864	divIB		COG1589	Cell division protein DivIB
MEBKDNAM_01067	CDS	705				hypothetical protein
MEBKDNAM_01068	CDS	720				hypothetical protein
MEBKDNAM_01069	CDS	363				hypothetical protein
MEBKDNAM_01070	CDS	1269	ftsA		COG0849	Cell division protein FtsA
MEBKDNAM_01071	CDS	1134	ftsZ		COG0206	Cell division protein FtsZ
MEBKDNAM_01072	CDS	159				hypothetical protein
MEBKDNAM_01073	CDS	909	spoIIGA	3.4.23.-		Sporulation sigma-E factor-processing peptidase
MEBKDNAM_01074	CDS	720	sigE			RNA polymerase sigma-35 factor
MEBKDNAM_01075	CDS	780	sigG		COG1191	RNA polymerase sigma-G factor
MEBKDNAM_01076	CDS	243	ylmC_1		COG1873	putative sporulation protein YlmC
MEBKDNAM_01077	CDS	825	rl5	1.10.3.-		Polyphenol oxidase
MEBKDNAM_01078	CDS	675			COG0325	Pyridoxal phosphate homeostasis protein
MEBKDNAM_01079	CDS	432	sepF			Cell division protein SepF
MEBKDNAM_01080	CDS	273				hypothetical protein
MEBKDNAM_01081	CDS	774				hypothetical protein
MEBKDNAM_01082	CDS	513	divIVA		COG3599	Septum site-determining protein DivIVA
MEBKDNAM_01083	CDS	2775	ileS	6.1.1.5		Isoleucine--tRNA ligase
MEBKDNAM_01084	CDS	483	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
MEBKDNAM_01085	CDS	915	rluD_3	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MEBKDNAM_01086	CDS	540	pyrR			Bifunctional protein PyrR
MEBKDNAM_01087	CDS	1302	pyrP			Uracil permease
MEBKDNAM_01088	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
MEBKDNAM_01089	CDS	1287	pyrC	3.5.2.3	COG0044	Dihydroorotase
MEBKDNAM_01090	CDS	1095	carA_2	6.3.5.5		Carbamoyl-phosphate synthase small chain
MEBKDNAM_01091	CDS	3198	carB_2	6.3.5.5		Carbamoyl-phosphate synthase large chain
MEBKDNAM_01092	CDS	774	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
MEBKDNAM_01093	CDS	942	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
MEBKDNAM_01094	CDS	720	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MEBKDNAM_01095	CDS	624	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
MEBKDNAM_01096	CDS	165				hypothetical protein
MEBKDNAM_01097	CDS	312				hypothetical protein
MEBKDNAM_01098	CDS	1740	rqcH			Rqc2 RqcH
MEBKDNAM_01099	CDS	2673	yloB	7.2.2.10	COG0474	Calcium-transporting ATPase
MEBKDNAM_01100	CDS	822				hypothetical protein
MEBKDNAM_01101	CDS	264	remA		COG2052	Extracellular matrix regulatory protein A
MEBKDNAM_01102	CDS	600	gmk	2.7.4.8		Guanylate kinase
MEBKDNAM_01103	CDS	201	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
MEBKDNAM_01104	CDS	1206	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MEBKDNAM_01105	CDS	2406	priA	3.6.4.-		primosomal protein N'
MEBKDNAM_01106	CDS	474	def1	3.5.1.88	COG0242	Peptide deformylase 1
MEBKDNAM_01107	CDS	966	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
MEBKDNAM_01108	CDS	1335	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MEBKDNAM_01109	CDS	1101	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
MEBKDNAM_01110	CDS	750	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
MEBKDNAM_01111	CDS	1998	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
MEBKDNAM_01112	CDS	882	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
