locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCBEONCI_00722	CDS	1377	menF	5.4.4.2		Isochorismate synthase MenF
NCBEONCI_00723	CDS	930	menA_1	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
NCBEONCI_00724	CDS	774	dksA			RNA polymerase-binding transcription factor DksA
NCBEONCI_00725	CDS	795				putative protein
NCBEONCI_00726	CDS	2400	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
NCBEONCI_00727	CDS	1458	glgA	2.4.1.21	COG0297	Glycogen synthase
NCBEONCI_00728	CDS	1032	glgD		COG0448	Glycogen biosynthesis protein GlgD
NCBEONCI_00729	CDS	1143	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
NCBEONCI_00730	CDS	1959	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
NCBEONCI_00731	CDS	954	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
NCBEONCI_00732	CDS	1521	cat1	2.8.3.-	COG0427	Succinyl-CoA:coenzyme A transferase
NCBEONCI_00733	CDS	648				hypothetical protein
NCBEONCI_00734	CDS	627	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
NCBEONCI_00735	CDS	630	leuE_1		COG1280	Leucine efflux protein
NCBEONCI_00736	CDS	555	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
NCBEONCI_00737	CDS	627				hypothetical protein
NCBEONCI_00738	CDS	903				hypothetical protein
NCBEONCI_00739	CDS	204				hypothetical protein
NCBEONCI_00740	CDS	486				hypothetical protein
NCBEONCI_00741	CDS	279				hypothetical protein
NCBEONCI_00742	CDS	159				hypothetical protein
NCBEONCI_00743	CDS	471				hypothetical protein
NCBEONCI_00744	CDS	186				hypothetical protein
NCBEONCI_00745	CDS	273				hypothetical protein
NCBEONCI_00746	CDS	363				hypothetical protein
NCBEONCI_00747	CDS	471				hypothetical protein
NCBEONCI_00748	CDS	135				hypothetical protein
NCBEONCI_00749	CDS	531				hypothetical protein
NCBEONCI_00750	CDS	423	fosB	2.5.1.-	COG0346	Metallothiol transferase FosB
NCBEONCI_00751	CDS	420				hypothetical protein
NCBEONCI_00752	CDS	609				hypothetical protein
NCBEONCI_00753	CDS	726	ycbX		COG0633	putative protein YcbX
NCBEONCI_00754	CDS	582				hypothetical protein
NCBEONCI_00755	CDS	108				hypothetical protein
NCBEONCI_00756	CDS	978				hypothetical protein
NCBEONCI_00757	CDS	1191				ISL3 family transposase ISMae36
NCBEONCI_00758	CDS	249				hypothetical protein
NCBEONCI_00759	CDS	147				hypothetical protein
NCBEONCI_00760	CDS	231				hypothetical protein
NCBEONCI_00761	CDS	177				hypothetical protein
NCBEONCI_00762	CDS	150				hypothetical protein
NCBEONCI_00763	CDS	195				hypothetical protein
NCBEONCI_00764	CDS	933	xerC_3		COG4973	Tyrosine recombinase XerC
NCBEONCI_00765	tRNA	85				tRNA-Leu(caa)
NCBEONCI_00766	tRNA	74				tRNA-Cys(gca)
NCBEONCI_00767	tRNA	73				tRNA-Gly(gcc)
NCBEONCI_00768	tRNA	75				tRNA-Gln(ttg)
NCBEONCI_00769	tRNA	74				tRNA-His(gtg)
NCBEONCI_00770	tRNA	74				tRNA-Trp(cca)
NCBEONCI_00771	tRNA	85				tRNA-Tyr(gta)
NCBEONCI_00772	tRNA	76				tRNA-Thr(cgt)
NCBEONCI_00773	tRNA	76				tRNA-Phe(gaa)
NCBEONCI_00774	tRNA	76				tRNA-Asp(gtc)
NCBEONCI_00775	CDS	192				hypothetical protein
NCBEONCI_00776	tRNA	76				tRNA-Arg(cct)
NCBEONCI_00777	CDS	1218				hypothetical protein
NCBEONCI_00778	CDS	1329				hypothetical protein
NCBEONCI_00779	CDS	630	ddpX_1	3.4.13.22		D-alanyl-D-alanine dipeptidase
NCBEONCI_00780	CDS	372				hypothetical protein
NCBEONCI_00781	CDS	1263				hypothetical protein
NCBEONCI_00782	CDS	540				hypothetical protein
NCBEONCI_00783	CDS	768	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
NCBEONCI_00784	CDS	906	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
NCBEONCI_00785	CDS	966	psuK	2.7.1.83	COG0524	Pseudouridine kinase
NCBEONCI_00786	CDS	1221				hypothetical protein
NCBEONCI_00787	CDS	450	mscL		COG1970	Large-conductance mechanosensitive channel
NCBEONCI_00788	CDS	534				hypothetical protein
NCBEONCI_00789	CDS	1329				hypothetical protein
NCBEONCI_00790	CDS	1275	hutI	3.5.2.7	COG1228	Imidazolonepropionase
NCBEONCI_00791	CDS	1656	hutU	4.2.1.49	COG2987	Urocanate hydratase
NCBEONCI_00792	CDS	1476	rhaR			HTH-type transcriptional activator RhaR
NCBEONCI_00793	CDS	969	hutG	3.5.3.8		Formimidoylglutamase
NCBEONCI_00794	CDS	417				hypothetical protein
NCBEONCI_00795	CDS	483				hypothetical protein
NCBEONCI_00796	CDS	336				hypothetical protein
NCBEONCI_00797	CDS	1494	glpK	2.7.1.30		Glycerol kinase
NCBEONCI_00798	CDS	825	glpF		COG0580	Glycerol uptake facilitator protein
NCBEONCI_00799	CDS	402	spo0M_1		COG4326	Sporulation-control protein spo0M
NCBEONCI_00800	CDS	252				hypothetical protein
NCBEONCI_00801	CDS	201	cspB			Cold shock protein CspB
NCBEONCI_00802	CDS	270				hypothetical protein
NCBEONCI_00803	CDS	216				hypothetical protein
NCBEONCI_00804	CDS	666				hypothetical protein
NCBEONCI_00805	CDS	927				hypothetical protein
NCBEONCI_00806	CDS	477				hypothetical protein
NCBEONCI_00807	CDS	138				hypothetical protein
NCBEONCI_00808	CDS	2721	citB	4.2.1.-	COG1048	Aconitate/2-methylaconitate hydratase
NCBEONCI_00809	CDS	150	sspO			Small, acid-soluble spore protein O
NCBEONCI_00810	CDS	261				hypothetical protein
NCBEONCI_00811	CDS	147	sspP			Small, acid-soluble spore protein P
NCBEONCI_00812	CDS	312	celD			PTS system cellobiose-specific EIIA component
NCBEONCI_00813	CDS	738	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
NCBEONCI_00814	CDS	1356	licC		COG1455	Lichenan permease IIC component
NCBEONCI_00815	CDS	303	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
NCBEONCI_00816	CDS	2685	dgaR			Transcriptional regulatory protein DagR
NCBEONCI_00817	CDS	651				hypothetical protein
NCBEONCI_00818	CDS	435				hypothetical protein
NCBEONCI_00819	CDS	477				hypothetical protein
NCBEONCI_00820	CDS	357	cheY_1		COG0784	Chemotaxis protein CheY
NCBEONCI_00821	CDS	795	dipZ		COG0785	Protein DipZ
NCBEONCI_00822	CDS	180				hypothetical protein
NCBEONCI_00823	CDS	1779	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
NCBEONCI_00824	CDS	1740	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
NCBEONCI_00825	CDS	213				hypothetical protein
NCBEONCI_00826	CDS	438				hypothetical protein
NCBEONCI_00827	CDS	2007	tkt	2.2.1.1		Transketolase
NCBEONCI_00828	CDS	231				hypothetical protein
NCBEONCI_00829	CDS	654	yneB		COG1961	Resolvase YneB
NCBEONCI_00830	CDS	306	yneA		COG1388	Cell division suppressor protein YneA
NCBEONCI_00831	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
NCBEONCI_00832	CDS	1335	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
NCBEONCI_00833	CDS	402	glnR		COG0789	HTH-type transcriptional regulator GlnR
NCBEONCI_00834	CDS	1272				hypothetical protein
NCBEONCI_00835	CDS	1248	hflX		COG2262	GTPase HflX
NCBEONCI_00836	CDS	606				hypothetical protein
NCBEONCI_00837	CDS	462				hypothetical protein
NCBEONCI_00838	CDS	879	yijE_1			putative cystine transporter YijE
NCBEONCI_00839	CDS	1149	fadA_1	2.3.1.-	COG0183	Putative acyltransferase
NCBEONCI_00840	CDS	900	hbd_1	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
NCBEONCI_00841	CDS	1620		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NCBEONCI_00842	CDS	1074	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
NCBEONCI_00843	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NCBEONCI_00844	CDS	1575		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
NCBEONCI_00845	CDS	933	spoVK		COG0464	Stage V sporulation protein K
NCBEONCI_00846	CDS	228	hfq		COG1923	RNA-binding protein Hfq
NCBEONCI_00847	CDS	948	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
NCBEONCI_00848	CDS	1692				hypothetical protein
NCBEONCI_00849	CDS	1350	bmr3_1			Multidrug resistance protein 3
NCBEONCI_00850	CDS	1521	opuD		COG1292	Glycine betaine transporter OpuD
NCBEONCI_00851	CDS	1044	lytE_1	3.4.-.-		putative peptidoglycan endopeptidase LytE
NCBEONCI_00852	CDS	1938	mutL		COG0323	DNA mismatch repair protein MutL
NCBEONCI_00853	CDS	2730	mutS		COG0249	DNA mismatch repair protein MutS
NCBEONCI_00854	CDS	552	cotE			Spore coat protein E
NCBEONCI_00855	CDS	432	ymcA		COG4550	putative protein YmcA
NCBEONCI_00856	CDS	1572	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
NCBEONCI_00857	CDS	867				hypothetical protein
NCBEONCI_00858	CDS	1773	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
NCBEONCI_00859	CDS	924				hypothetical protein
NCBEONCI_00860	CDS	261	spoVS		COG2359	Stage V sporulation protein S
NCBEONCI_00861	CDS	798	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
NCBEONCI_00862	CDS	1557	rny	3.1.-.-	COG1418	Ribonuclease Y
NCBEONCI_00863	CDS	1041	recA		COG0468	Protein RecA
NCBEONCI_00864	CDS	1245	cinA		COG1058	Putative competence-damage inducible protein
NCBEONCI_00865	CDS	579	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
NCBEONCI_00866	CDS	903	rodZ			Cytoskeleton protein RodZ
NCBEONCI_00867	CDS	792				hypothetical protein
NCBEONCI_00868	CDS	249	yflH			putative protein YflH
NCBEONCI_00869	CDS	717	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NCBEONCI_00870	CDS	1290				hypothetical protein
NCBEONCI_00871	CDS	1299				hypothetical protein
NCBEONCI_00872	CDS	960	rfuD		COG1079	putative riboflavin import permease protein RfuD
NCBEONCI_00873	CDS	1047				hypothetical protein
NCBEONCI_00874	CDS	1530	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
NCBEONCI_00875	CDS	1095	tmpC		COG1744	Membrane lipoprotein TmpC
NCBEONCI_00876	CDS	732	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
NCBEONCI_00877	CDS	2340	spoIIIE		COG1674	DNA translocase SpoIIIE
NCBEONCI_00878	CDS	225				hypothetical protein
NCBEONCI_00879	CDS	738	tepA		COG0740	Translocation-enhancing protein TepA
NCBEONCI_00880	CDS	1671	rnjB	3.1.-.-	COG0595	Ribonuclease J2
NCBEONCI_00881	CDS	876	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NCBEONCI_00882	CDS	1272	lysC	2.7.2.4	COG0527	Aspartokinase 2
NCBEONCI_00883	CDS	1044	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
NCBEONCI_00884	CDS	609	dpaB	1.3.1.-	COG0452	Dipicolinate synthase subunit B
NCBEONCI_00885	CDS	903	dpaA	1.3.1.-		Dipicolinate synthase subunit A
NCBEONCI_00886	CDS	243	ylmC_1		COG1873	putative sporulation protein YlmC
NCBEONCI_00887	CDS	1248		3.4.24.-	COG0612	putative zinc protease
NCBEONCI_00888	CDS	984				hypothetical protein
NCBEONCI_00889	CDS	2169	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
NCBEONCI_00890	CDS	270	rpsO			30S ribosomal protein S15
NCBEONCI_00891	CDS	981	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
NCBEONCI_00892	CDS	909	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
NCBEONCI_00893	CDS	387	rbfA			Ribosome-binding factor A
NCBEONCI_00894	CDS	279				hypothetical protein
NCBEONCI_00895	CDS	2208	infB			Translation initiation factor IF-2
NCBEONCI_00896	CDS	303	rplGA		COG1358	putative ribosomal protein YlxQ
NCBEONCI_00897	CDS	291				hypothetical protein
NCBEONCI_00898	CDS	1152	nusA		COG0195	Transcription termination/antitermination protein NusA
NCBEONCI_00899	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
NCBEONCI_00900	CDS	4305	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
NCBEONCI_00901	CDS	1704	proS	6.1.1.15	COG0442	Proline--tRNA ligase
NCBEONCI_00902	CDS	1254	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
NCBEONCI_00903	CDS	1149	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
NCBEONCI_00904	CDS	795				hypothetical protein
NCBEONCI_00905	CDS	774	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
NCBEONCI_00906	CDS	558	frr		COG0233	Ribosome-recycling factor
NCBEONCI_00907	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
NCBEONCI_00908	CDS	885	tsf		COG0264	Elongation factor Ts
NCBEONCI_00909	CDS	708	rpsB			30S ribosomal protein S2
NCBEONCI_00910	CDS	582				hypothetical protein
NCBEONCI_00911	CDS	246				hypothetical protein
NCBEONCI_00912	CDS	762	sigD		COG1191	RNA polymerase sigma-D factor
NCBEONCI_00913	CDS	498	cheD	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
NCBEONCI_00914	CDS	633	cheC	3.-.-.-	COG1776	CheY-P phosphatase CheC
NCBEONCI_00915	CDS	438	cheW_2		COG0835	Chemotaxis protein CheW
NCBEONCI_00916	CDS	2007	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
NCBEONCI_00917	CDS	1047	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
NCBEONCI_00918	CDS	864	ylxH		COG0455	Flagellum site-determining protein YlxH
NCBEONCI_00919	CDS	1116	flhF		COG1419	Flagellar biosynthesis protein FlhF
NCBEONCI_00920	CDS	2043	flhA		COG1298	Flagellar biosynthesis protein FlhA
NCBEONCI_00921	CDS	1083	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
NCBEONCI_00922	CDS	774	fliR		COG1684	Flagellar biosynthetic protein FliR
NCBEONCI_00923	CDS	270				hypothetical protein
NCBEONCI_00924	CDS	669	fliP		COG1338	Flagellar biosynthetic protein FliP
NCBEONCI_00925	CDS	654				hypothetical protein
NCBEONCI_00926	CDS	360	cheY_2		COG0784	Chemotaxis protein CheY
NCBEONCI_00927	CDS	1185				hypothetical protein
NCBEONCI_00928	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
NCBEONCI_00929	CDS	429				hypothetical protein
NCBEONCI_00930	CDS	225	swrD		COG1582	Swarming motility protein SwrD
NCBEONCI_00931	CDS	795	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
NCBEONCI_00932	CDS	429				hypothetical protein
NCBEONCI_00933	CDS	1383				hypothetical protein
NCBEONCI_00934	CDS	612				hypothetical protein
NCBEONCI_00935	CDS	447	fliJ		COG2882	Flagellar FliJ protein
NCBEONCI_00936	CDS	1272	yscN	7.1.2.2		putative ATP synthase YscN
NCBEONCI_00937	CDS	780				hypothetical protein
NCBEONCI_00938	CDS	1020	fliG		COG1536	Flagellar motor switch protein FliG
NCBEONCI_00939	CDS	1584				hypothetical protein
NCBEONCI_00940	CDS	297	fliE			Flagellar hook-basal body complex protein FliE
NCBEONCI_00941	CDS	453	flgC		COG1558	Flagellar basal-body rod protein FlgC
NCBEONCI_00942	CDS	390	flgB		COG1815	Flagellar basal body rod protein FlgB
NCBEONCI_00943	CDS	780	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
NCBEONCI_00944	CDS	1395	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
NCBEONCI_00945	CDS	543	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
NCBEONCI_00946	CDS	930	xerC_4		COG4974	Tyrosine recombinase XerC
NCBEONCI_00947	CDS	2076	topA	5.6.2.1		DNA topoisomerase 1
NCBEONCI_00948	CDS	882				hypothetical protein
NCBEONCI_00949	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
NCBEONCI_00950	CDS	1161	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
NCBEONCI_00951	CDS	288				hypothetical protein
NCBEONCI_00952	CDS	1554				hypothetical protein
NCBEONCI_00953	CDS	780	rnhB	3.1.26.4	COG0164	Ribonuclease HII
NCBEONCI_00954	CDS	867	rbgA		COG1161	Ribosome biogenesis GTPase A
NCBEONCI_00955	CDS	552	sipS	3.4.21.89	COG0681	Signal peptidase I S
NCBEONCI_00956	CDS	351	rplS		COG0335	50S ribosomal protein L19
NCBEONCI_00957	CDS	738	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
NCBEONCI_00958	CDS	522	rimM			Ribosome maturation factor RimM
NCBEONCI_00959	CDS	387				hypothetical protein
NCBEONCI_00960	CDS	237				hypothetical protein
NCBEONCI_00961	CDS	273	rpsP			30S ribosomal protein S16
NCBEONCI_00962	CDS	1341	ffh		COG0541	Signal recognition particle protein
NCBEONCI_00963	CDS	333				hypothetical protein
NCBEONCI_00964	CDS	990	ftsY		COG0552	Signal recognition particle receptor FtsY
NCBEONCI_00965	CDS	3564	smc_2		COG1196	Chromosome partition protein Smc
NCBEONCI_00966	CDS	741	rnc	3.1.26.3	COG0571	Ribonuclease 3
NCBEONCI_00967	CDS	234	acpA		COG0236	Acyl carrier protein
NCBEONCI_00968	CDS	744	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NCBEONCI_00969	CDS	945	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
NCBEONCI_00970	CDS	987	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
NCBEONCI_00971	CDS	597	fapR		COG2050	Transcription factor FapR
NCBEONCI_00972	CDS	141				hypothetical protein
NCBEONCI_00973	CDS	2049	recG	3.6.4.12		ATP-dependent DNA helicase RecG
NCBEONCI_00974	CDS	882	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
NCBEONCI_00975	CDS	663	sdhB	4.3.1.17		L-serine dehydratase, beta chain
NCBEONCI_00976	CDS	1671				putative protein
NCBEONCI_00977	CDS	363				putative protein
NCBEONCI_00978	CDS	186	rpmB			50S ribosomal protein L28
NCBEONCI_00979	CDS	648	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
NCBEONCI_00980	CDS	657	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
NCBEONCI_00981	CDS	882	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
NCBEONCI_00982	CDS	1998	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
NCBEONCI_00983	CDS	750	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
NCBEONCI_00984	CDS	1101	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
NCBEONCI_00985	CDS	1335	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
NCBEONCI_00986	CDS	966	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
NCBEONCI_00987	CDS	474	def1	3.5.1.88	COG0242	Peptide deformylase 1
NCBEONCI_00988	CDS	2406	priA	3.6.4.-		primosomal protein N'
NCBEONCI_00989	CDS	1206	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
NCBEONCI_00990	CDS	201	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
NCBEONCI_00991	CDS	600	gmk	2.7.4.8		Guanylate kinase
NCBEONCI_00992	CDS	264	remA		COG2052	Extracellular matrix regulatory protein A
NCBEONCI_00993	CDS	822				hypothetical protein
NCBEONCI_00994	CDS	2673	yloB	7.2.2.10	COG0474	Calcium-transporting ATPase
NCBEONCI_00995	CDS	1740	rqcH			Rqc2 RqcH
NCBEONCI_00996	CDS	312				hypothetical protein
NCBEONCI_00997	CDS	165				hypothetical protein
NCBEONCI_00998	CDS	624	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
NCBEONCI_00999	CDS	720	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
NCBEONCI_01000	CDS	942	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
NCBEONCI_01001	CDS	774	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
NCBEONCI_01002	CDS	3198	carB_1	6.3.5.5		Carbamoyl-phosphate synthase large chain
NCBEONCI_01003	CDS	1095	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
NCBEONCI_01004	CDS	1287	pyrC	3.5.2.3	COG0044	Dihydroorotase
NCBEONCI_01005	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
NCBEONCI_01006	CDS	1302	pyrP			Uracil permease
NCBEONCI_01007	CDS	540	pyrR			Bifunctional protein PyrR
NCBEONCI_01008	CDS	915	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NCBEONCI_01009	CDS	483	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
NCBEONCI_01010	CDS	2775	ileS	6.1.1.5		Isoleucine--tRNA ligase
NCBEONCI_01011	CDS	513	divIVA		COG3599	Septum site-determining protein DivIVA
NCBEONCI_01012	CDS	774				hypothetical protein
NCBEONCI_01013	CDS	273				hypothetical protein
NCBEONCI_01014	CDS	432	sepF			Cell division protein SepF
NCBEONCI_01015	CDS	675			COG0325	Pyridoxal phosphate homeostasis protein
NCBEONCI_01016	CDS	825	rl5	1.10.3.-		Polyphenol oxidase
NCBEONCI_01017	CDS	243	ylmC_2		COG1873	putative sporulation protein YlmC
NCBEONCI_01018	CDS	780	sigG		COG1191	RNA polymerase sigma-G factor
NCBEONCI_01019	CDS	720	sigE_1			RNA polymerase sigma-35 factor
NCBEONCI_01020	CDS	909	spoIIGA	3.4.23.-		Sporulation sigma-E factor-processing peptidase
NCBEONCI_01021	CDS	159				hypothetical protein
NCBEONCI_01022	CDS	1134	ftsZ		COG0206	Cell division protein FtsZ
NCBEONCI_01023	CDS	1269	ftsA		COG0849	Cell division protein FtsA
NCBEONCI_01024	CDS	363				hypothetical protein
NCBEONCI_01025	CDS	720				hypothetical protein
NCBEONCI_01026	CDS	705				hypothetical protein
NCBEONCI_01027	CDS	864	divIB		COG1589	Cell division protein DivIB
NCBEONCI_01028	CDS	1101	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
NCBEONCI_01029	CDS	1356	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
NCBEONCI_01030	CDS	975	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NCBEONCI_01031	CDS	468				hypothetical protein
NCBEONCI_01032	CDS	1470	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
NCBEONCI_01033	CDS	105				hypothetical protein
NCBEONCI_01034	CDS	1935	spoVD		COG0768	Stage V sporulation protein D
NCBEONCI_01035	CDS	2205	pbpB		COG0768	Penicillin-binding protein 2B
NCBEONCI_01036	CDS	357	ftsL		COG4839	Cell division protein FtsL
NCBEONCI_01037	CDS	933	rsmH_2	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
NCBEONCI_01038	CDS	1629	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
NCBEONCI_01039	CDS	387				hypothetical protein
NCBEONCI_01040	CDS	891	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
NCBEONCI_01041	CDS	579				hypothetical protein
NCBEONCI_01042	CDS	756		4.2.1.150	COG1024	Crotonyl-CoA hydratase
NCBEONCI_01043	CDS	327				hypothetical protein
NCBEONCI_01044	CDS	543				hypothetical protein
NCBEONCI_01045	CDS	1221	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
NCBEONCI_01046	CDS	1020	ylbL		COG3480	putative protein YlbL
NCBEONCI_01047	CDS	780			COG1752	putative NTE family protein
NCBEONCI_01048	CDS	1236	ylbJ		COG3314	Sporulation integral membrane protein YlbJ
NCBEONCI_01049	CDS	495	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
NCBEONCI_01050	CDS	609	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
NCBEONCI_01051	CDS	390				hypothetical protein
NCBEONCI_01052	CDS	270				hypothetical protein
NCBEONCI_01053	CDS	447				hypothetical protein
NCBEONCI_01054	CDS	372				hypothetical protein
NCBEONCI_01055	CDS	234				hypothetical protein
NCBEONCI_01056	CDS	384				hypothetical protein
NCBEONCI_01057	CDS	1008				hypothetical protein
NCBEONCI_01058	CDS	426	hrp1		COG0517	Hypoxic response protein 1
NCBEONCI_01059	CDS	360				hypothetical protein
NCBEONCI_01060	CDS	294				hypothetical protein
NCBEONCI_01061	CDS	456				hypothetical protein
NCBEONCI_01062	CDS	903				hypothetical protein
NCBEONCI_01063	CDS	333	caaD	1.9.3.1		Cytochrome c oxidase subunit 4B
NCBEONCI_01064	CDS	621	ctaE	1.9.3.1		Cytochrome c oxidase subunit 3
NCBEONCI_01065	CDS	1869	ctaD	1.9.3.1		Cytochrome c oxidase subunit 1
NCBEONCI_01066	CDS	1071	ctaC	1.9.3.1		Cytochrome c oxidase subunit 2
NCBEONCI_01067	CDS	924	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
NCBEONCI_01068	CDS	954	ctaA_1	1.3.-.-		Heme A synthase
NCBEONCI_01069	CDS	3444	pycA	6.4.1.1		Pyruvate carboxylase
NCBEONCI_01070	CDS	1212	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
NCBEONCI_01071	CDS	288				hypothetical protein
NCBEONCI_01072	CDS	507				hypothetical protein
NCBEONCI_01073	CDS	1332				hypothetical protein
NCBEONCI_01074	CDS	594				hypothetical protein
NCBEONCI_01075	CDS	201				hypothetical protein
NCBEONCI_01076	CDS	285				hypothetical protein
NCBEONCI_01077	CDS	324				hypothetical protein
NCBEONCI_01078	CDS	1845	typA		COG1217	GTP-binding protein TypA/BipA
NCBEONCI_01079	CDS	174				hypothetical protein
NCBEONCI_01080	CDS	795	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
NCBEONCI_01081	CDS	216				hypothetical protein
NCBEONCI_01082	CDS	309				hypothetical protein
NCBEONCI_01083	CDS	960		1.6.5.11	COG2070	NADH:quinone reductase
NCBEONCI_01084	CDS	1473	speA_1	4.1.1.19	COG1982	Arginine decarboxylase
NCBEONCI_01085	CDS	126				hypothetical protein
