locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLBMOKII_00733	CDS	1038	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
FLBMOKII_00734	CDS	951	hemH	4.99.1.1	COG0276	Ferrochelatase
FLBMOKII_00735	CDS	1443	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
FLBMOKII_00736	CDS	573	bm3R1			HTH-type transcriptional repressor Bm3R1
FLBMOKII_00737	CDS	2385	smc_1			Chromosome partition protein Smc
FLBMOKII_00738	CDS	138				hypothetical protein
FLBMOKII_00739	CDS	735			COG1234	putative protein
FLBMOKII_00740	CDS	1545	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FLBMOKII_00741	CDS	1011				hypothetical protein
FLBMOKII_00742	CDS	1005				hypothetical protein
FLBMOKII_00743	CDS	798	metN2_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
FLBMOKII_00744	CDS	864	dat_2	2.6.1.21		D-alanine aminotransferase
FLBMOKII_00745	CDS	717	ygaZ		COG1296	Inner membrane protein YgaZ
FLBMOKII_00746	CDS	306				hypothetical protein
FLBMOKII_00747	CDS	591	ypmQ_1		COG1999	SCO1 protein 
FLBMOKII_00748	CDS	1287	aceA	4.1.3.1	COG2224	Isocitrate lyase
FLBMOKII_00749	CDS	195				hypothetical protein
FLBMOKII_00750	CDS	549	comK		COG4903	Competence transcription factor
FLBMOKII_00751	CDS	624				hypothetical protein
FLBMOKII_00752	CDS	555	spsB	3.4.21.89		Signal peptidase IB
FLBMOKII_00753	CDS	3519	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
FLBMOKII_00754	CDS	3729	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
FLBMOKII_00755	CDS	1179	sbcD			Nuclease SbcCD subunit D
FLBMOKII_00756	CDS	3345				hypothetical protein
FLBMOKII_00757	CDS	222	gerPF_1			putative spore germination protein GerPF
FLBMOKII_00758	CDS	390	gerPE			putative spore germination protein GerPE
FLBMOKII_00759	CDS	192	gerPD			putative spore germination protein GerPD
FLBMOKII_00760	CDS	597	gerPC			putative spore germination protein GerPC
FLBMOKII_00761	CDS	225	gerPB			putative spore germination protein GerPB
FLBMOKII_00762	CDS	222	gerPA			putative spore germination protein GerPA
FLBMOKII_00763	CDS	225	gerPF_2			putative spore germination protein GerPF
FLBMOKII_00764	CDS	225	gerPF_3			putative spore germination protein GerPF
FLBMOKII_00765	CDS	1170				hypothetical protein
FLBMOKII_00766	CDS	909	yisK		COG0179	putative protein YisK
FLBMOKII_00767	CDS	354				hypothetical protein
FLBMOKII_00768	CDS	2841				hypothetical protein
FLBMOKII_00769	CDS	549				hypothetical protein
FLBMOKII_00770	CDS	1848	asnO	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
FLBMOKII_00771	CDS	1353	yeeO		COG0534	putative FMN/FAD exporter YeeO
FLBMOKII_00772	CDS	861	araC			Arabinose operon regulatory protein
FLBMOKII_00773	CDS	1767	nplT	3.2.1.135		Neopullulanase
FLBMOKII_00774	CDS	1275	cycB		COG2182	Cyclodextrin-binding protein
FLBMOKII_00775	CDS	1281				hypothetical protein
FLBMOKII_00776	CDS	843	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
FLBMOKII_00777	CDS	1536			COG0366	Beta/alpha-amylase
FLBMOKII_00778	CDS	1020	malR		COG1609	HTH-type transcriptional regulator MalR
FLBMOKII_00779	CDS	1932	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
FLBMOKII_00780	CDS	987	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
FLBMOKII_00781	CDS	1020	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
FLBMOKII_00782	CDS	1311	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FLBMOKII_00783	CDS	864	ydaD	1.-.-.-		General stress protein 39
FLBMOKII_00784	CDS	210				hypothetical protein
FLBMOKII_00785	CDS	3411	metH	2.1.1.13	COG0646	Methionine synthase
FLBMOKII_00786	CDS	1851	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
FLBMOKII_00787	CDS	1092	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
FLBMOKII_00788	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
FLBMOKII_00789	CDS	804	ydcV			Inner membrane ABC transporter permease protein YdcV
FLBMOKII_00790	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
FLBMOKII_00791	CDS	207				hypothetical protein
FLBMOKII_00792	CDS	492				hypothetical protein
FLBMOKII_00793	CDS	132				hypothetical protein
FLBMOKII_00794	CDS	864			COG1307	Fatty acid-binding protein
FLBMOKII_00795	CDS	201				hypothetical protein
FLBMOKII_00796	CDS	153				hypothetical protein
FLBMOKII_00797	CDS	807	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
FLBMOKII_00798	CDS	768				hypothetical protein
FLBMOKII_00799	CDS	372	cadC_1			Cadmium resistance transcriptional regulatory protein CadC
FLBMOKII_00800	CDS	2127	cadA_1	3.6.3.3		Cadmium-transporting ATPase
FLBMOKII_00801	CDS	303	sufT			Fe-S protein maturation auxiliary factor SufT
FLBMOKII_00802	CDS	1242				hypothetical protein
FLBMOKII_00803	CDS	210				hypothetical protein
FLBMOKII_00804	CDS	240				hypothetical protein
FLBMOKII_00805	CDS	693	fnr_1		COG0664	Anaerobic regulatory protein
FLBMOKII_00806	CDS	2364				hypothetical protein
FLBMOKII_00807	CDS	234				hypothetical protein
FLBMOKII_00808	CDS	603	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
FLBMOKII_00809	CDS	1119	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
FLBMOKII_00810	CDS	1179				hypothetical protein
FLBMOKII_00811	CDS	303				hypothetical protein
FLBMOKII_00812	CDS	1176	narT		COG2223	putative nitrate transporter NarT
FLBMOKII_00813	CDS	1059	aniA	1.7.2.1	COG2132	Copper-containing nitrite reductase
FLBMOKII_00814	CDS	1674	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
FLBMOKII_00815	CDS	408				hypothetical protein
FLBMOKII_00816	CDS	3684	narG_1	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
FLBMOKII_00817	CDS	1419	narH_1	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
FLBMOKII_00818	CDS	561				hypothetical protein
FLBMOKII_00819	CDS	693	narX_1		COG2180	Nitrate reductase-like protein NarX
FLBMOKII_00820	CDS	711	fnr_2		COG0664	Anaerobic regulatory protein
FLBMOKII_00821	CDS	663	modB		COG4149	Molybdenum transport system permease protein ModB
FLBMOKII_00822	CDS	1026	moaA_1	4.1.99.22	COG2896	GTP 3',8-cyclase
FLBMOKII_00823	CDS	708	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
FLBMOKII_00824	CDS	957				hypothetical protein
FLBMOKII_00825	CDS	1260	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
FLBMOKII_00826	CDS	501				hypothetical protein
FLBMOKII_00827	CDS	468	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
FLBMOKII_00828	CDS	231	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
FLBMOKII_00829	CDS	729				hypothetical protein
FLBMOKII_00830	CDS	231				hypothetical protein
FLBMOKII_00831	CDS	684	fnr_3		COG0664	Anaerobic regulatory protein
FLBMOKII_00832	CDS	1035	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
FLBMOKII_00833	CDS	1233	argJ			Arginine biosynthesis bifunctional protein ArgJ
FLBMOKII_00834	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
FLBMOKII_00835	CDS	1161	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
FLBMOKII_00836	CDS	1065	carA_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific small chain
FLBMOKII_00837	CDS	3129	carB_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific large chain
FLBMOKII_00838	CDS	939	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
FLBMOKII_00839	CDS	180				hypothetical protein
FLBMOKII_00840	CDS	2586	clpB		COG0542	Chaperone protein ClpB
FLBMOKII_00841	CDS	573				hypothetical protein
FLBMOKII_00842	CDS	2121	apeX		COG2409	Apo-petrobactin exporter
FLBMOKII_00843	CDS	186				hypothetical protein
FLBMOKII_00844	CDS	741				hypothetical protein
FLBMOKII_00845	CDS	249				hypothetical protein
FLBMOKII_00846	CDS	933	fabHA	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
FLBMOKII_00847	CDS	1239	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FLBMOKII_00848	CDS	792				hypothetical protein
FLBMOKII_00849	CDS	207				hypothetical protein
FLBMOKII_00850	CDS	741				hypothetical protein
FLBMOKII_00851	CDS	987	trpS_2	6.1.1.2		Tryptophan--tRNA ligase
FLBMOKII_00852	CDS	375				hypothetical protein
FLBMOKII_00853	CDS	1650	dppE_1		COG4166	Dipeptide-binding protein DppE
FLBMOKII_00854	CDS	930	oppB		COG0601	Oligopeptide transport system permease protein OppB
FLBMOKII_00855	CDS	1020	oppC		COG1173	Oligopeptide transport system permease protein OppC
FLBMOKII_00856	CDS	1062	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
FLBMOKII_00857	CDS	936	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
FLBMOKII_00858	CDS	183				hypothetical protein
FLBMOKII_00859	CDS	399	spxA_1		COG1393	Regulatory protein Spx
FLBMOKII_00860	CDS	669				hypothetical protein
FLBMOKII_00861	CDS	681	mecA		COG4862	Adapter protein MecA 1
FLBMOKII_00862	CDS	1509	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
FLBMOKII_00863	CDS	1287	coiA		COG4469	Competence protein CoiA
FLBMOKII_00864	CDS	1824	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
FLBMOKII_00865	CDS	894				hypothetical protein
FLBMOKII_00866	CDS	414	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
FLBMOKII_00867	CDS	609	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
FLBMOKII_00868	CDS	588	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
FLBMOKII_00869	CDS	378				hypothetical protein
FLBMOKII_00870	CDS	699	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
FLBMOKII_00871	CDS	816	ppnKA	2.7.1.23	COG0061	NAD kinase 1
FLBMOKII_00872	CDS	900	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FLBMOKII_00873	CDS	738	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
FLBMOKII_00874	CDS	1179	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
FLBMOKII_00875	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
FLBMOKII_00876	CDS	408				hypothetical protein
FLBMOKII_00877	CDS	1047	cotI			Spore coat protein I
FLBMOKII_00878	CDS	1140	cotSA_1	2.4.-.-	COG0438	Spore coat protein SA
FLBMOKII_00879	CDS	1020	cotS			Spore coat protein S
FLBMOKII_00880	CDS	612				hypothetical protein
FLBMOKII_00881	CDS	1164	cotSA_2	2.4.-.-	COG0438	Spore coat protein SA
FLBMOKII_00882	CDS	957	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
FLBMOKII_00883	CDS	1284	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
FLBMOKII_00884	CDS	336				hypothetical protein
FLBMOKII_00885	CDS	456				hypothetical protein
FLBMOKII_00886	CDS	765				hypothetical protein
FLBMOKII_00887	CDS	723				hypothetical protein
FLBMOKII_00888	CDS	339				hypothetical protein
FLBMOKII_00889	CDS	225				hypothetical protein
FLBMOKII_00890	CDS	204				hypothetical protein
FLBMOKII_00891	CDS	207				hypothetical protein
FLBMOKII_00892	CDS	471				hypothetical protein
FLBMOKII_00893	CDS	480				hypothetical protein
FLBMOKII_00894	CDS	1014	spoVAD_1			Stage V sporulation protein AD
FLBMOKII_00895	CDS	357				hypothetical protein
FLBMOKII_00896	CDS	207				hypothetical protein
FLBMOKII_00897	CDS	861				hypothetical protein
FLBMOKII_00898	CDS	171				hypothetical protein
FLBMOKII_00899	CDS	321	ydbP		COG0526	Thioredoxin-like protein YdbP
FLBMOKII_00900	CDS	237				hypothetical protein
FLBMOKII_00901	CDS	135				hypothetical protein
FLBMOKII_00902	CDS	258				hypothetical protein
FLBMOKII_00903	CDS	435		2.3.1.-		Acetyltransferase
FLBMOKII_00904	CDS	522	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
FLBMOKII_00905	CDS	729				hypothetical protein
FLBMOKII_00906	CDS	1104	metI_1	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
FLBMOKII_00907	CDS	1179	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
FLBMOKII_00908	CDS	210				hypothetical protein
FLBMOKII_00909	CDS	432				hypothetical protein
FLBMOKII_00910	CDS	696	epsE	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
FLBMOKII_00911	CDS	1119	epsD	2.4.-.-		Putative glycosyltransferase EpsD
FLBMOKII_00912	CDS	1056				hypothetical protein
FLBMOKII_00913	tRNA	74				tRNA-Val(gac)
FLBMOKII_00914	CDS	558				hypothetical protein
FLBMOKII_00915	CDS	1254				IS481 family transposase ISBst1
FLBMOKII_00916	CDS	801				IS481 family transposase ISChy6
FLBMOKII_00917	CDS	1134			COG0582	Putative prophage phiRv2 integrase
FLBMOKII_00918	CDS	600				IS256 family transposase IS654
FLBMOKII_00919	CDS	756				IS21 family transposase IS5376
FLBMOKII_00920	CDS	1203				hypothetical protein
FLBMOKII_00921	CDS	507				IS256 family transposase IS654
FLBMOKII_00922	CDS	378				hypothetical protein
FLBMOKII_00923	CDS	1170				hypothetical protein
FLBMOKII_00924	CDS	1278				IS110 family transposase ISCsa4
FLBMOKII_00925	CDS	132				hypothetical protein
FLBMOKII_00926	CDS	99				hypothetical protein
FLBMOKII_00927	CDS	312				hypothetical protein
FLBMOKII_00928	CDS	927				IS3 family transposase ISHahy4
FLBMOKII_00929	CDS	969				hypothetical protein
FLBMOKII_00930	CDS	189				hypothetical protein
FLBMOKII_00931	CDS	174				hypothetical protein
FLBMOKII_00932	CDS	342				hypothetical protein
FLBMOKII_00933	CDS	222				hypothetical protein
FLBMOKII_00934	CDS	1623				IS1634 family transposase ISDha15
FLBMOKII_00935	CDS	1488				hypothetical protein
FLBMOKII_00936	CDS	489				hypothetical protein
FLBMOKII_00937	CDS	372	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
FLBMOKII_00938	CDS	1194	ydhP		COG2814	Inner membrane transport protein YdhP
FLBMOKII_00939	CDS	450	ytbE_2	1.-.-.-	COG0656	putative oxidoreductase YtbE
FLBMOKII_00940	CDS	1134			COG3385	IS4 family transposase IS5377
FLBMOKII_00941	CDS	420	ytbE_3	1.-.-.-	COG0656	putative oxidoreductase YtbE
FLBMOKII_00942	CDS	1191				ISL3 family transposase ISMae36
FLBMOKII_00943	CDS	114				hypothetical protein
FLBMOKII_00944	CDS	516				hypothetical protein
FLBMOKII_00945	CDS	816	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
FLBMOKII_00946	CDS	1050	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
FLBMOKII_00947	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
FLBMOKII_00948	CDS	288	fixX		COG2440	Ferredoxin-like protein FixX
FLBMOKII_00949	CDS	225				hypothetical protein
FLBMOKII_00950	CDS	222				hypothetical protein
FLBMOKII_00951	CDS	1845	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
FLBMOKII_00952	CDS	1065	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
FLBMOKII_00953	CDS	675	hssR			Heme response regulator HssR
FLBMOKII_00954	CDS	792	drrB			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
FLBMOKII_00955	CDS	1011	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
FLBMOKII_00956	CDS	2358	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
FLBMOKII_00957	CDS	1035	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
FLBMOKII_00958	CDS	165				hypothetical protein
FLBMOKII_00959	CDS	153				hypothetical protein
FLBMOKII_00960	CDS	408				hypothetical protein
FLBMOKII_00961	CDS	495				hypothetical protein
FLBMOKII_00962	CDS	216				hypothetical protein
FLBMOKII_00963	CDS	873	ykqA	2.3.2.-	COG2105	Putative gamma-glutamylcyclotransferase YkqA
FLBMOKII_00964	CDS	549				hypothetical protein
FLBMOKII_00965	CDS	537				hypothetical protein
FLBMOKII_00966	CDS	267				hypothetical protein
FLBMOKII_00967	CDS	1293	abaF_1			Fosfomycin resistance protein AbaF
FLBMOKII_00968	CDS	984	arcB	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
FLBMOKII_00969	CDS	915	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
FLBMOKII_00970	CDS	927	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
FLBMOKII_00971	CDS	627				hypothetical protein
FLBMOKII_00972	CDS	747	yjjP		COG2966	Inner membrane protein YjjP
FLBMOKII_00973	CDS	426				hypothetical protein
FLBMOKII_00974	CDS	1161	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
FLBMOKII_00975	CDS	825				hypothetical protein
FLBMOKII_00976	CDS	1128	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
FLBMOKII_00977	CDS	1536	actP		COG4147	Cation/acetate symporter ActP
FLBMOKII_00978	CDS	342				hypothetical protein
FLBMOKII_00979	CDS	1416	yhdG		COG0531	putative amino acid permease YhdG
FLBMOKII_00980	CDS	741	sigI			RNA polymerase sigma factor SigI
FLBMOKII_00981	CDS	1257				hypothetical protein
FLBMOKII_00982	CDS	204	sspD			Small, acid-soluble spore protein D
FLBMOKII_00983	CDS	1017	exuR_1		COG1609	putative HTH-type transcriptional repressor ExuR
FLBMOKII_00984	CDS	2097				hypothetical protein
FLBMOKII_00985	CDS	1266	araN_1		COG1653	putative arabinose-binding protein
FLBMOKII_00986	CDS	900	lacF_1			Lactose transport system permease protein LacF
FLBMOKII_00987	CDS	828	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
FLBMOKII_00988	CDS	153				hypothetical protein
FLBMOKII_00989	CDS	168				hypothetical protein
FLBMOKII_00990	CDS	153				hypothetical protein
FLBMOKII_00991	CDS	1773				hypothetical protein
FLBMOKII_00992	CDS	2217	kinE	2.7.13.3	COG2202	Sporulation kinase E
FLBMOKII_00993	CDS	492	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
FLBMOKII_00994	CDS	1014	rbsC_1		COG1172	Ribose import permease protein RbsC
FLBMOKII_00995	CDS	1536	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FLBMOKII_00996	CDS	1149				hypothetical protein
FLBMOKII_00997	CDS	1068	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
FLBMOKII_00998	CDS	1191	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
FLBMOKII_00999	CDS	816	yafV	3.5.1.3		Omega-amidase YafV
FLBMOKII_01000	CDS	1176	bacF	2.6.1.-	COG0436	Transaminase BacF
FLBMOKII_01001	CDS	93				hypothetical protein
FLBMOKII_01002	CDS	1242	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
FLBMOKII_01003	CDS	663	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
FLBMOKII_01004	CDS	636	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
FLBMOKII_01005	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
FLBMOKII_01006	CDS	732	zupT		COG0428	Zinc transporter ZupT
FLBMOKII_01007	CDS	462	mhqR		COG1846	HTH-type transcriptional regulator MhqR
FLBMOKII_01008	CDS	204				hypothetical protein
FLBMOKII_01009	CDS	552				hypothetical protein
FLBMOKII_01010	CDS	2019	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
FLBMOKII_01011	CDS	900				hypothetical protein
FLBMOKII_01012	CDS	651				IS1182 family transposase ISBpu1
FLBMOKII_01013	CDS	1425	arcD		COG0531	Arginine/ornithine antiporter
FLBMOKII_01014	CDS	252				hypothetical protein
FLBMOKII_01015	CDS	1170				IS256 family transposase IS654
FLBMOKII_01016	CDS	1695				hypothetical protein
FLBMOKII_01017	CDS	519				hypothetical protein
FLBMOKII_01018	CDS	729	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
FLBMOKII_01019	CDS	1026	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
FLBMOKII_01020	CDS	654				hypothetical protein
FLBMOKII_01021	CDS	2136	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
FLBMOKII_01022	CDS	744				hypothetical protein
FLBMOKII_01023	CDS	1038				hypothetical protein
FLBMOKII_01024	CDS	1512	gerBA_1			Spore germination protein B1
FLBMOKII_01025	CDS	1092	gerAC_1			Spore germination protein A3
FLBMOKII_01026	CDS	1113	yndE_1			Spore germination protein YndE
FLBMOKII_01027	CDS	672	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
FLBMOKII_01028	CDS	438	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
FLBMOKII_01029	CDS	735	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
FLBMOKII_01030	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
FLBMOKII_01031	CDS	660				hypothetical protein
FLBMOKII_01032	CDS	183				hypothetical protein
FLBMOKII_01033	CDS	1137	xerC_1			Tyrosine recombinase XerC
FLBMOKII_01034	CDS	2109	xerC_2			Tyrosine recombinase XerC
FLBMOKII_01035	CDS	381				hypothetical protein
FLBMOKII_01036	CDS	372				hypothetical protein
FLBMOKII_01037	CDS	810	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
FLBMOKII_01038	CDS	945				hypothetical protein
FLBMOKII_01039	CDS	651				IS1182 family transposase ISBpu1
FLBMOKII_01040	CDS	459			COG3279	putative HTH-type transcriptional regulator
FLBMOKII_01041	CDS	411				hypothetical protein
FLBMOKII_01042	CDS	165				hypothetical protein
FLBMOKII_01043	CDS	1134			COG3385	IS4 family transposase IS5377
FLBMOKII_01044	CDS	756				IS21 family transposase IS5376
FLBMOKII_01045	CDS	1005				hypothetical protein
FLBMOKII_01046	CDS	1590				hypothetical protein
FLBMOKII_01047	CDS	765				IS21 family transposase IS643
FLBMOKII_01048	CDS	351				hypothetical protein
FLBMOKII_01049	CDS	1149				IS1634 family transposase ISDha15
FLBMOKII_01050	CDS	801				IS481 family transposase ISChy6
FLBMOKII_01051	CDS	1254				IS481 family transposase ISBst1
FLBMOKII_01052	CDS	636				hypothetical protein
FLBMOKII_01053	CDS	1236				IS256 family transposase ISPeth3
FLBMOKII_01054	CDS	381				hypothetical protein
FLBMOKII_01055	CDS	426				hypothetical protein
FLBMOKII_01056	CDS	588				hypothetical protein
FLBMOKII_01057	CDS	195				hypothetical protein
FLBMOKII_01058	CDS	645				hypothetical protein
FLBMOKII_01059	CDS	759	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FLBMOKII_01060	CDS	246				hypothetical protein
FLBMOKII_01061	CDS	1257	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
FLBMOKII_01062	CDS	639	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
FLBMOKII_01063	CDS	129				hypothetical protein
FLBMOKII_01064	CDS	822	yvaM	3.-.-.-		AB hydrolase superfamily protein YvaM
FLBMOKII_01065	CDS	858	glcT		COG3711	PtsGHI operon antiterminator
FLBMOKII_01066	CDS	2016	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
FLBMOKII_01067	CDS	264	ptsH			Phosphocarrier protein HPr
FLBMOKII_01068	CDS	1722	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
FLBMOKII_01069	CDS	552				hypothetical protein
FLBMOKII_01070	CDS	198				hypothetical protein
FLBMOKII_01071	CDS	1977	mcpC		COG0840	Methyl-accepting chemotaxis protein McpC
FLBMOKII_01072	CDS	2853	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
FLBMOKII_01073	CDS	1284	odhB	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
FLBMOKII_01074	CDS	327				hypothetical protein
FLBMOKII_01075	CDS	786	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FLBMOKII_01076	CDS	867	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
FLBMOKII_01077	CDS	1209	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
FLBMOKII_01078	CDS	783	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
FLBMOKII_01079	CDS	1620	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FLBMOKII_01080	CDS	576	kstR2_1			HTH-type transcriptional repressor KstR2
FLBMOKII_01081	CDS	1059				hypothetical protein
FLBMOKII_01082	CDS	786	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
FLBMOKII_01083	CDS	975		1.3.1.103		2-haloacrylate reductase
FLBMOKII_01084	CDS	1158	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
FLBMOKII_01085	CDS	228				hypothetical protein
FLBMOKII_01086	CDS	987	corA_1		COG0598	Cobalt/magnesium transport protein CorA
FLBMOKII_01087	CDS	651				hypothetical protein
FLBMOKII_01088	CDS	1182				hypothetical protein
FLBMOKII_01089	CDS	435				hypothetical protein
FLBMOKII_01090	CDS	870	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
FLBMOKII_01091	CDS	768	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
FLBMOKII_01092	CDS	1218	ykuI		COG2200	putative EAL-domain containing protein YkuI
FLBMOKII_01093	CDS	234				hypothetical protein
FLBMOKII_01094	CDS	198	ykzF			putative protein YkzF
FLBMOKII_01095	CDS	477	ykuL		COG0517	CBS domain-containing protein YkuL
FLBMOKII_01096	CDS	744				hypothetical protein
FLBMOKII_01097	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
FLBMOKII_01098	CDS	711	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
