Gene ID,Organism,Gene Family,Genome ID,UniProtKB,Partition
NCBEONCI_01520,Geobacillus_thermodenitrificans_JSC_T9a,MEBKDNAM_00529,MEBKDNAM,,persistent
FLBMOKII_00619,Geobacillus_thermodenitrificans_T12,MEBKDNAM_00529,MEBKDNAM,,persistent
MEBKDNAM_00999,Geobacillus_thermodenitrificans_NG80-2,MEBKDNAM_00999,MEBKDNAM,,cloud
KGENGAEB_01204,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,MEBKDNAM_01384,MEBKDNAM,,persistent
IJIGFOAD_00453,Geobacillus_thermodenitrificans_KCTC3902,MEBKDNAM_01384,MEBKDNAM,,persistent
AHOIKHHK_03388,Geobacillus_thermodenitrificans_K1041,MEBKDNAM_01384,MEBKDNAM,,persistent
FDKLAMFJ_00577,Geobacillus_thermodenitrificans_ID-1,MEBKDNAM_01384,MEBKDNAM,,persistent
HLMLLCKC_01137,Geobacillus_thermodenitrificans_OS27,MEBKDNAM_01384,MEBKDNAM,,persistent
MEBKDNAM_01384,Geobacillus_thermodenitrificans_NG80-2,MEBKDNAM_01384,MEBKDNAM,,persistent
NCBEONCI_01929,Geobacillus_thermodenitrificans_JSC_T9a,MEBKDNAM_01384,MEBKDNAM,,persistent
FLBMOKII_01494,Geobacillus_thermodenitrificans_T12,MEBKDNAM_01384,MEBKDNAM,,persistent
MEBKDNAM_01675,Geobacillus_thermodenitrificans_NG80-2,MEBKDNAM_01675,MEBKDNAM,,cloud
MEBKDNAM_02168,Geobacillus_thermodenitrificans_NG80-2,MEBKDNAM_02168,MEBKDNAM,,cloud
KGENGAEB_02750,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,NCBEONCI_03387,NCBEONCI,,persistent
IJIGFOAD_03314,Geobacillus_thermodenitrificans_KCTC3902,NCBEONCI_03387,NCBEONCI,,persistent
AHOIKHHK_02386,Geobacillus_thermodenitrificans_K1041,NCBEONCI_03387,NCBEONCI,,persistent
FDKLAMFJ_03600,Geobacillus_thermodenitrificans_ID-1,NCBEONCI_03387,NCBEONCI,,persistent
HLMLLCKC_02119,Geobacillus_thermodenitrificans_OS27,NCBEONCI_03387,NCBEONCI,,persistent
MEBKDNAM_02085,Geobacillus_thermodenitrificans_NG80-2,NCBEONCI_03387,NCBEONCI,,persistent
NCBEONCI_03387,Geobacillus_thermodenitrificans_JSC_T9a,NCBEONCI_03387,NCBEONCI,,persistent
FLBMOKII_02197,Geobacillus_thermodenitrificans_T12,NCBEONCI_03387,NCBEONCI,,persistent
KGENGAEB_02973,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,FLBMOKII_00585,FLBMOKII,,persistent
IJIGFOAD_01298,Geobacillus_thermodenitrificans_KCTC3902,FLBMOKII_00585,FLBMOKII,,persistent
AHOIKHHK_02316,Geobacillus_thermodenitrificans_K1041,FLBMOKII_00585,FLBMOKII,,persistent
FDKLAMFJ_01510,Geobacillus_thermodenitrificans_ID-1,FLBMOKII_00585,FLBMOKII,,persistent
HLMLLCKC_01436,Geobacillus_thermodenitrificans_OS27,FLBMOKII_00585,FLBMOKII,,persistent
MEBKDNAM_00509,Geobacillus_thermodenitrificans_NG80-2,FLBMOKII_00585,FLBMOKII,,persistent
NCBEONCI_01539,Geobacillus_thermodenitrificans_JSC_T9a,FLBMOKII_00585,FLBMOKII,,persistent
FLBMOKII_00585,Geobacillus_thermodenitrificans_T12,FLBMOKII_00585,FLBMOKII,,persistent
AHOIKHHK_00285,Geobacillus_thermodenitrificans_K1041,FLBMOKII_01055,FLBMOKII,,shell
FDKLAMFJ_01037,Geobacillus_thermodenitrificans_ID-1,FLBMOKII_01055,FLBMOKII,,shell
HLMLLCKC_01907,Geobacillus_thermodenitrificans_OS27,FLBMOKII_01055,FLBMOKII,,shell
MEBKDNAM_03572,Geobacillus_thermodenitrificans_NG80-2,FLBMOKII_01055,FLBMOKII,,shell
FLBMOKII_01055,Geobacillus_thermodenitrificans_T12,FLBMOKII_01055,FLBMOKII,,shell
FDKLAMFJ_02268,Geobacillus_thermodenitrificans_ID-1,FDKLAMFJ_02268,FDKLAMFJ,,cloud
HLMLLCKC_00041,Geobacillus_thermodenitrificans_OS27,FDKLAMFJ_02268,FDKLAMFJ,,cloud
MEBKDNAM_03375,Geobacillus_thermodenitrificans_NG80-2,FDKLAMFJ_02268,FDKLAMFJ,,cloud
AHOIKHHK_02926,Geobacillus_thermodenitrificans_K1041,FDKLAMFJ_03474,FDKLAMFJ,,cloud
FDKLAMFJ_03474,Geobacillus_thermodenitrificans_ID-1,FDKLAMFJ_03474,FDKLAMFJ,,cloud
MEBKDNAM_02981,Geobacillus_thermodenitrificans_NG80-2,FDKLAMFJ_03474,FDKLAMFJ,,cloud
HLMLLCKC_00013,Geobacillus_thermodenitrificans_OS27,HLMLLCKC_00013,HLMLLCKC,,cloud
AHOIKHHK_00261,Geobacillus_thermodenitrificans_K1041,NCBEONCI_01775,NCBEONCI,,cloud
FDKLAMFJ_03526,Geobacillus_thermodenitrificans_ID-1,NCBEONCI_01775,NCBEONCI,,cloud
NCBEONCI_01775,Geobacillus_thermodenitrificans_JSC_T9a,NCBEONCI_01775,NCBEONCI,,cloud
KGENGAEB_02456,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_02789,AHOIKHHK,,persistent
IJIGFOAD_01454,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_02789,AHOIKHHK,,persistent
AHOIKHHK_02789,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_02789,AHOIKHHK,,persistent
FDKLAMFJ_01697,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_02789,AHOIKHHK,,persistent
HLMLLCKC_02484,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_02789,AHOIKHHK,,persistent
MEBKDNAM_00352,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_02789,AHOIKHHK,,persistent
NCBEONCI_02723,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_02789,AHOIKHHK,,persistent
FLBMOKII_00401,Geobacillus_thermodenitrificans_T12,AHOIKHHK_02789,AHOIKHHK,,persistent
AHOIKHHK_02921,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_02921,AHOIKHHK,,cloud
FDKLAMFJ_03469,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_02921,AHOIKHHK,,cloud
MEBKDNAM_02986,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_02921,AHOIKHHK,,cloud
AHOIKHHK_02741,Geobacillus_thermodenitrificans_K1041,FDKLAMFJ_00650,FDKLAMFJ,,cloud
FDKLAMFJ_00650,Geobacillus_thermodenitrificans_ID-1,FDKLAMFJ_00650,FDKLAMFJ,,cloud
FDKLAMFJ_02799,Geobacillus_thermodenitrificans_ID-1,HLMLLCKC_02438,HLMLLCKC,,cloud
HLMLLCKC_02438,Geobacillus_thermodenitrificans_OS27,HLMLLCKC_02438,HLMLLCKC,,cloud
HLMLLCKC_02742,Geobacillus_thermodenitrificans_OS27,HLMLLCKC_02742,HLMLLCKC,,cloud
HLMLLCKC_03166,Geobacillus_thermodenitrificans_OS27,HLMLLCKC_03166,HLMLLCKC,,cloud
MEBKDNAM_02049,Geobacillus_thermodenitrificans_NG80-2,MEBKDNAM_02049,MEBKDNAM,,cloud
NCBEONCI_03421,Geobacillus_thermodenitrificans_JSC_T9a,MEBKDNAM_02049,MEBKDNAM,,cloud
FLBMOKII_03008,Geobacillus_thermodenitrificans_T12,FLBMOKII_03008,FLBMOKII,,cloud
FLBMOKII_01780,Geobacillus_thermodenitrificans_T12,FLBMOKII_03008,FLBMOKII,,cloud
FLBMOKII_03700,Geobacillus_thermodenitrificans_T12,FLBMOKII_03700,FLBMOKII,,cloud
NCBEONCI_01828,Geobacillus_thermodenitrificans_JSC_T9a,FLBMOKII_03732,FLBMOKII,,cloud
FLBMOKII_03732,Geobacillus_thermodenitrificans_T12,FLBMOKII_03732,FLBMOKII,,cloud
FLBMOKII_03765,Geobacillus_thermodenitrificans_T12,FLBMOKII_03765,FLBMOKII,,cloud
KGENGAEB_02019,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,KGENGAEB_02019,KGENGAEB,,cloud
IJIGFOAD_00148,Geobacillus_thermodenitrificans_KCTC3902,KGENGAEB_02019,KGENGAEB,,cloud
HLMLLCKC_02657,Geobacillus_thermodenitrificans_OS27,KGENGAEB_02019,KGENGAEB,,cloud
MEBKDNAM_00835,Geobacillus_thermodenitrificans_NG80-2,KGENGAEB_02019,KGENGAEB,,cloud
NCBEONCI_00763,Geobacillus_thermodenitrificans_JSC_T9a,KGENGAEB_02019,KGENGAEB,,cloud
AHOIKHHK_03351,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_03351,AHOIKHHK,,cloud
AHOIKHHK_03479,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_03479,AHOIKHHK,,cloud
AHOIKHHK_03511,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_03511,AHOIKHHK,,cloud
FDKLAMFJ_02248,Geobacillus_thermodenitrificans_ID-1,FDKLAMFJ_02248,FDKLAMFJ,,cloud
FDKLAMFJ_02408,Geobacillus_thermodenitrificans_ID-1,FDKLAMFJ_02408,FDKLAMFJ,,cloud
FDKLAMFJ_02440,Geobacillus_thermodenitrificans_ID-1,FDKLAMFJ_02440,FDKLAMFJ,,shell
HLMLLCKC_03356,Geobacillus_thermodenitrificans_OS27,FDKLAMFJ_02440,FDKLAMFJ,,shell
FLBMOKII_03250,Geobacillus_thermodenitrificans_T12,FDKLAMFJ_02440,FDKLAMFJ,,shell
FDKLAMFJ_02682,Geobacillus_thermodenitrificans_ID-1,FDKLAMFJ_02682,FDKLAMFJ,,cloud
IJIGFOAD_03534,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_00557,IJIGFOAD,,persistent
KGENGAEB_00073,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_00909,IJIGFOAD,,persistent
IJIGFOAD_00909,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_00909,IJIGFOAD,,persistent
AHOIKHHK_00242,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_00909,IJIGFOAD,,persistent
FDKLAMFJ_01084,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_00909,IJIGFOAD,,persistent
HLMLLCKC_01505,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_00909,IJIGFOAD,,persistent
MEBKDNAM_00928,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00909,IJIGFOAD,,persistent
NCBEONCI_01163,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00909,IJIGFOAD,,persistent
FLBMOKII_01009,Geobacillus_thermodenitrificans_T12,IJIGFOAD_00909,IJIGFOAD,,persistent
MEBKDNAM_00866,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00973,IJIGFOAD,,persistent
MEBKDNAM_00864,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00973,IJIGFOAD,,persistent
KGENGAEB_03217,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01102,IJIGFOAD,,persistent
IJIGFOAD_01102,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01102,IJIGFOAD,,persistent
AHOIKHHK_01036,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01102,IJIGFOAD,,persistent
FDKLAMFJ_01298,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01102,IJIGFOAD,,persistent
HLMLLCKC_02536,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01102,IJIGFOAD,,persistent
MEBKDNAM_00704,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01102,IJIGFOAD,,persistent
NCBEONCI_01352,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01102,IJIGFOAD,,persistent
FLBMOKII_00795,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01102,IJIGFOAD,,persistent
KGENGAEB_02331,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01230,IJIGFOAD,,persistent
IJIGFOAD_01230,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01230,IJIGFOAD,,persistent
AHOIKHHK_00446,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01230,IJIGFOAD,,persistent
FDKLAMFJ_01428,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01230,IJIGFOAD,,persistent
HLMLLCKC_00137,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01230,IJIGFOAD,,persistent
MEBKDNAM_00577,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01230,IJIGFOAD,,persistent
NCBEONCI_01482,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01230,IJIGFOAD,,persistent
FLBMOKII_00670,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01230,IJIGFOAD,,persistent
KGENGAEB_02956,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01315,IJIGFOAD,,persistent
IJIGFOAD_01315,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01315,IJIGFOAD,,persistent
AHOIKHHK_03156,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01315,IJIGFOAD,,persistent
FDKLAMFJ_01527,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01315,IJIGFOAD,,persistent
HLMLLCKC_01420,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01315,IJIGFOAD,,persistent
MEBKDNAM_00492,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01315,IJIGFOAD,,persistent
NCBEONCI_01556,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01315,IJIGFOAD,,persistent
FLBMOKII_00566,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01315,IJIGFOAD,,persistent
KGENGAEB_03124,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01791,IJIGFOAD,,persistent
IJIGFOAD_01791,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01791,IJIGFOAD,,persistent
AHOIKHHK_02465,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01791,IJIGFOAD,,persistent
FDKLAMFJ_02034,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01791,IJIGFOAD,,persistent
HLMLLCKC_01950,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01791,IJIGFOAD,,persistent
MEBKDNAM_00034,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01791,IJIGFOAD,,persistent
NCBEONCI_01651,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01791,IJIGFOAD,,persistent
FLBMOKII_00036,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01791,IJIGFOAD,,persistent
IJIGFOAD_01891,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01891,IJIGFOAD,,persistent
AHOIKHHK_02041,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01891,IJIGFOAD,,persistent
FDKLAMFJ_02135,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01891,IJIGFOAD,,persistent
HLMLLCKC_02856,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01891,IJIGFOAD,,persistent
MEBKDNAM_03519,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01891,IJIGFOAD,,persistent
FLBMOKII_03565,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01891,IJIGFOAD,,persistent
KGENGAEB_02173,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02115,IJIGFOAD,,persistent
IJIGFOAD_02115,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02115,IJIGFOAD,,persistent
AHOIKHHK_01328,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02115,IJIGFOAD,,persistent
FDKLAMFJ_02373,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02115,IJIGFOAD,,persistent
HLMLLCKC_02368,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02115,IJIGFOAD,,persistent
MEBKDNAM_03267,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02115,IJIGFOAD,,persistent
NCBEONCI_02949,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02115,IJIGFOAD,,persistent
FLBMOKII_03297,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02115,IJIGFOAD,,persistent
KGENGAEB_02142,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02147,IJIGFOAD,,cloud
IJIGFOAD_02147,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02147,IJIGFOAD,,cloud
FDKLAMFJ_02422,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02147,IJIGFOAD,,cloud
MEBKDNAM_03234,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02147,IJIGFOAD,,cloud
KGENGAEB_02078,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02211,IJIGFOAD,,persistent
IJIGFOAD_02211,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02211,IJIGFOAD,,persistent
AHOIKHHK_00680,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02211,IJIGFOAD,,persistent
FDKLAMFJ_02498,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02211,IJIGFOAD,,persistent
HLMLLCKC_03306,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02211,IJIGFOAD,,persistent
MEBKDNAM_03167,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02211,IJIGFOAD,,persistent
NCBEONCI_03146,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02211,IJIGFOAD,,persistent
FLBMOKII_03191,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02211,IJIGFOAD,,persistent
KGENGAEB_02868,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02373,IJIGFOAD,,persistent
IJIGFOAD_02373,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02373,IJIGFOAD,,persistent
AHOIKHHK_00643,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02373,IJIGFOAD,,persistent
FDKLAMFJ_02597,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02373,IJIGFOAD,,persistent
HLMLLCKC_00667,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02373,IJIGFOAD,,persistent
MEBKDNAM_03072,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02373,IJIGFOAD,,persistent
NCBEONCI_03279,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02373,IJIGFOAD,,persistent
FLBMOKII_03099,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02373,IJIGFOAD,,persistent
KGENGAEB_02836,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02405,IJIGFOAD,,persistent
IJIGFOAD_02405,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02405,IJIGFOAD,,persistent
AHOIKHHK_00611,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02405,IJIGFOAD,,persistent
FDKLAMFJ_02629,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02405,IJIGFOAD,,persistent
HLMLLCKC_00699,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02405,IJIGFOAD,,persistent
MEBKDNAM_03040,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02405,IJIGFOAD,,persistent
FLBMOKII_03067,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02405,IJIGFOAD,,persistent
KGENGAEB_00892,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02869,IJIGFOAD,,persistent
IJIGFOAD_02869,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02869,IJIGFOAD,,persistent
AHOIKHHK_02504,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02869,IJIGFOAD,,persistent
FDKLAMFJ_03151,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02869,IJIGFOAD,,persistent
HLMLLCKC_01395,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02869,IJIGFOAD,,persistent
MEBKDNAM_02506,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02869,IJIGFOAD,,persistent
NCBEONCI_00334,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02869,IJIGFOAD,,persistent
FLBMOKII_02570,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02869,IJIGFOAD,,persistent
KGENGAEB_03388,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02933,IJIGFOAD,,cloud
IJIGFOAD_02336,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02933,IJIGFOAD,,cloud
IJIGFOAD_02933,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02933,IJIGFOAD,,cloud
AHOIKHHK_03494,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02933,IJIGFOAD,,cloud
KGENGAEB_01483,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_03029,IJIGFOAD,,persistent
IJIGFOAD_03029,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_03029,IJIGFOAD,,persistent
AHOIKHHK_00372,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_03029,IJIGFOAD,,persistent
FDKLAMFJ_03242,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_03029,IJIGFOAD,,persistent
HLMLLCKC_02403,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_03029,IJIGFOAD,,persistent
MEBKDNAM_02415,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_03029,IJIGFOAD,,persistent
NCBEONCI_00223,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_03029,IJIGFOAD,,persistent
FLBMOKII_02475,Geobacillus_thermodenitrificans_T12,IJIGFOAD_03029,IJIGFOAD,,persistent
KGENGAEB_03310,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_03257,IJIGFOAD,,persistent
IJIGFOAD_03257,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_03257,IJIGFOAD,,persistent
AHOIKHHK_02962,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_03257,IJIGFOAD,,persistent
FDKLAMFJ_03540,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_03257,IJIGFOAD,,persistent
HLMLLCKC_01514,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_03257,IJIGFOAD,,persistent
MEBKDNAM_02144,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_03257,IJIGFOAD,,persistent
NCBEONCI_03330,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_03257,IJIGFOAD,,persistent
FLBMOKII_02256,Geobacillus_thermodenitrificans_T12,IJIGFOAD_03257,IJIGFOAD,,persistent
KGENGAEB_02774,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_03290,IJIGFOAD,,persistent
IJIGFOAD_03290,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_03290,IJIGFOAD,,persistent
AHOIKHHK_01376,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_03290,IJIGFOAD,,persistent
FDKLAMFJ_03574,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_03290,IJIGFOAD,,persistent
HLMLLCKC_01545,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_03290,IJIGFOAD,,persistent
MEBKDNAM_02112,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_03290,IJIGFOAD,,persistent
NCBEONCI_03362,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_03290,IJIGFOAD,,persistent
FLBMOKII_02222,Geobacillus_thermodenitrificans_T12,IJIGFOAD_03290,IJIGFOAD,,persistent
KGENGAEB_00743,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00035,AHOIKHHK,,persistent
IJIGFOAD_02720,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00035,AHOIKHHK,,persistent
AHOIKHHK_00035,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00035,AHOIKHHK,,persistent
FDKLAMFJ_03000,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00035,AHOIKHHK,,persistent
HLMLLCKC_02271,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00035,AHOIKHHK,,persistent
MEBKDNAM_02654,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00035,AHOIKHHK,,persistent
NCBEONCI_00482,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00035,AHOIKHHK,,persistent
FLBMOKII_02723,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00035,AHOIKHHK,,persistent
AHOIKHHK_00195,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00195,AHOIKHHK,,shell
FDKLAMFJ_01133,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00195,AHOIKHHK,,shell
HLMLLCKC_01457,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00195,AHOIKHHK,,shell
MEBKDNAM_00881,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00195,AHOIKHHK,,shell
NCBEONCI_01210,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00195,AHOIKHHK,,shell
FLBMOKII_00962,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00195,AHOIKHHK,,shell
KGENGAEB_02805,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_03259,IJIGFOAD,,persistent
IJIGFOAD_03259,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_03259,IJIGFOAD,,persistent
AHOIKHHK_01346,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_03259,IJIGFOAD,,persistent
FDKLAMFJ_03543,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_03259,IJIGFOAD,,persistent
HLMLLCKC_01515,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_03259,IJIGFOAD,,persistent
MEBKDNAM_02142,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_03259,IJIGFOAD,,persistent
NCBEONCI_03331,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_03259,IJIGFOAD,,persistent
FLBMOKII_02253,Geobacillus_thermodenitrificans_T12,IJIGFOAD_03259,IJIGFOAD,,persistent
KGENGAEB_02772,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_03292,IJIGFOAD,,persistent
IJIGFOAD_03292,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_03292,IJIGFOAD,,persistent
AHOIKHHK_01378,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_03292,IJIGFOAD,,persistent
FDKLAMFJ_03576,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_03292,IJIGFOAD,,persistent
HLMLLCKC_01547,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_03292,IJIGFOAD,,persistent
MEBKDNAM_02110,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_03292,IJIGFOAD,,persistent
NCBEONCI_03364,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_03292,IJIGFOAD,,persistent
FLBMOKII_02220,Geobacillus_thermodenitrificans_T12,IJIGFOAD_03292,IJIGFOAD,,persistent
