,Gene ID,Organism,Gene Family,Genome ID,UniProtKB,Partition,Hypothetical
1178,gnl|Prokka|gelc_02637,geobacillus_cnambio1,FDKLAMFJ_01110,FDKLAMFJ,,persistent,False
1179,gnl|Prokka|gelc_02636,geobacillus_cnambio1,FDKLAMFJ_01110,FDKLAMFJ,,persistent,False
1180,gnl|Prokka|gelc_02675,geobacillus_cnambio1,FDKLAMFJ_01142,FDKLAMFJ,,persistent,False
1181,gnl|Prokka|gelc_02674,geobacillus_cnambio1,FDKLAMFJ_01142,FDKLAMFJ,,persistent,False
1182,gnl|Prokka|gelc_04126,geobacillus_cnambio1,FDKLAMFJ_02316,FDKLAMFJ,,shell,True
1183,gnl|Prokka|gelc_04306,geobacillus_cnambio1,FDKLAMFJ_02444,FDKLAMFJ,,persistent,False
1184,gnl|Prokka|gelc_04335,geobacillus_cnambio1,FDKLAMFJ_02476,FDKLAMFJ,,persistent,False
1185,gnl|Prokka|gelc_04375,geobacillus_cnambio1,FDKLAMFJ_02509,FDKLAMFJ,,persistent,True
1186,gnl|Prokka|gelc_00153,geobacillus_cnambio1,FDKLAMFJ_02814,FDKLAMFJ,,shell,False
1187,gnl|Prokka|gelc_01643,geobacillus_cnambio1,FDKLAMFJ_02814,FDKLAMFJ,,shell,False
1188,gnl|Prokka|gelc_01028,geobacillus_cnambio1,FDKLAMFJ_02814,FDKLAMFJ,,shell,False
1189,gnl|Prokka|gelc_01121,geobacillus_cnambio1,FDKLAMFJ_03619,FDKLAMFJ,,persistent,True
1190,gnl|Prokka|gelc_03185,geobacillus_cnambio1,FDKLAMFJ_03747,FDKLAMFJ,,shell,True
1191,gnl|Prokka|gelc_03718,geobacillus_cnambio1,FLBMOKII_00063,FLBMOKII,,persistent,False
1192,gnl|Prokka|gelc_03278,geobacillus_cnambio1,FLBMOKII_00443,FLBMOKII,,persistent,True
1193,gnl|Prokka|gelc_03277,geobacillus_cnambio1,FLBMOKII_00443,FLBMOKII,,persistent,True
1194,gnl|Prokka|gelc_03197,geobacillus_cnambio1,FLBMOKII_00507,FLBMOKII,,shell,True
1195,gnl|Prokka|gelc_03198,geobacillus_cnambio1,FLBMOKII_00507,FLBMOKII,,shell,True
1196,gnl|Prokka|gelc_01255,geobacillus_cnambio1,HLMLLCKC_03416,HLMLLCKC,,persistent,False
1197,gnl|Prokka|gelc_01254,geobacillus_cnambio1,HLMLLCKC_03416,HLMLLCKC,,persistent,False
1198,gnl|Prokka|gelc_01743,geobacillus_cnambio1,FDKLAMFJ_00407,FDKLAMFJ,,persistent,True
1199,gnl|Prokka|gelc_01782,geobacillus_cnambio1,FDKLAMFJ_00439,FDKLAMFJ,,persistent,True
1200,gnl|Prokka|gelc_01448,geobacillus_cnambio1,FDKLAMFJ_01273,FDKLAMFJ,,persistent,False
1201,gnl|Prokka|gelc_02825,geobacillus_cnambio1,FDKLAMFJ_01273,FDKLAMFJ,,persistent,False
1202,gnl|Prokka|gelc_03225,geobacillus_cnambio1,FDKLAMFJ_01614,FDKLAMFJ,,persistent,False
1203,gnl|Prokka|gelc_03615,geobacillus_cnambio1,FDKLAMFJ_01920,FDKLAMFJ,,persistent,False
1204,gnl|Prokka|gelc_03793,geobacillus_cnambio1,FDKLAMFJ_02062,FDKLAMFJ,,persistent,False
1205,gnl|Prokka|gelc_00501,geobacillus_cnambio1,FLBMOKII_02632,FLBMOKII,,persistent,False
1206,gnl|Prokka|gelc_00464,geobacillus_cnambio1,FLBMOKII_02664,FLBMOKII,,persistent,False
1207,gnl|Prokka|gelc_00426,geobacillus_cnambio1,FLBMOKII_02696,FLBMOKII,,persistent,False
1208,gnl|Prokka|gelc_00388,geobacillus_cnambio1,FLBMOKII_02728,FLBMOKII,,persistent,False
1209,gnl|Prokka|gelc_00340,geobacillus_cnambio1,FLBMOKII_02760,FLBMOKII,,persistent,False
1210,gnl|Prokka|gelc_00341,geobacillus_cnambio1,FLBMOKII_02760,FLBMOKII,,persistent,False
1211,gnl|Prokka|gelc_00305,geobacillus_cnambio1,FLBMOKII_02792,FLBMOKII,,persistent,False
1212,gnl|Prokka|gelc_03536,geobacillus_cnambio1,MEBKDNAM_00200,MEBKDNAM,,persistent,False
1213,gnl|Prokka|gelc_03499,geobacillus_cnambio1,MEBKDNAM_00232,MEBKDNAM,,persistent,False
1214,gnl|Prokka|gelc_03799,geobacillus_cnambio1,FDKLAMFJ_02066,FDKLAMFJ,,persistent,False
1215,gnl|Prokka|gelc_04014,geobacillus_cnambio1,FDKLAMFJ_02226,FDKLAMFJ,,persistent,False
1216,gnl|Prokka|gelc_00917,geobacillus_cnambio1,FDKLAMFJ_03428,FDKLAMFJ,,persistent,False
1217,gnl|Prokka|gelc_03800,geobacillus_cnambio1,FLBMOKII_00001,FLBMOKII,,persistent,False
1218,gnl|Prokka|gelc_01292,geobacillus_cnambio1,HLMLLCKC_03390,HLMLLCKC,,shell,False
1219,gnl|Prokka|gelc_01294,geobacillus_cnambio1,HLMLLCKC_03390,HLMLLCKC,,shell,False
1220,gnl|Prokka|gelc_04095,geobacillus_cnambio1,FDKLAMFJ_02292,FDKLAMFJ,,cloud,True
1221,gnl|Prokka|gelc_04569,geobacillus_cnambio1,gnl|Prokka|gelc_04569,gnl|Prokka|gelc,,cloud,True
1222,gnl|Prokka|gelc_04602,geobacillus_cnambio1,gnl|Prokka|gelc_04602,gnl|Prokka|gelc,,cloud,True
1223,gnl|Prokka|gelc_04666,geobacillus_cnambio1,gnl|Prokka|gelc_04666,gnl|Prokka|gelc,,cloud,True
1224,gnl|Prokka|gelc_00992,geobacillus_cnambio1,AHOIKHHK_01913,AHOIKHHK,,shell,True
1225,gnl|Prokka|gelc_04148,geobacillus_cnambio1,AHOIKHHK_03360,AHOIKHHK,,persistent,True
1226,gnl|Prokka|gelc_04249,geobacillus_cnambio1,gnl|Prokka|gelc_04249,gnl|Prokka|gelc,,cloud,True
1227,gnl|Prokka|gelc_04347,geobacillus_cnambio1,gnl|Prokka|gelc_04347,gnl|Prokka|gelc,,cloud,False
1228,gnl|Prokka|gelc_04608,geobacillus_cnambio1,gnl|Prokka|gelc_04608,gnl|Prokka|gelc,,cloud,True
1229,gnl|Prokka|gelc_04672,geobacillus_cnambio1,gnl|Prokka|gelc_04672,gnl|Prokka|gelc,,cloud,True
1230,gnl|Prokka|gelc_03383,geobacillus_cnambio1,FDKLAMFJ_01730,FDKLAMFJ,,shell,False
1231,gnl|Prokka|gelc_04236,geobacillus_cnambio1,FDKLAMFJ_02402,FDKLAMFJ,,cloud,True
1232,gnl|Prokka|gelc_02025,geobacillus_cnambio1,MEBKDNAM_01343,MEBKDNAM,,persistent,False
1233,gnl|Prokka|gelc_01920,geobacillus_cnambio1,MEBKDNAM_01407,MEBKDNAM,,persistent,True
1234,gnl|Prokka|gelc_01921,geobacillus_cnambio1,MEBKDNAM_01407,MEBKDNAM,,persistent,True
1235,gnl|Prokka|gelc_01882,geobacillus_cnambio1,MEBKDNAM_01439,MEBKDNAM,,persistent,True
1236,gnl|Prokka|gelc_01838,geobacillus_cnambio1,MEBKDNAM_01471,MEBKDNAM,,persistent,False
1237,gnl|Prokka|gelc_01799,geobacillus_cnambio1,MEBKDNAM_01503,MEBKDNAM,,persistent,True
1238,gnl|Prokka|gelc_01763,geobacillus_cnambio1,MEBKDNAM_01535,MEBKDNAM,,persistent,False
1239,gnl|Prokka|gelc_01723,geobacillus_cnambio1,MEBKDNAM_01567,MEBKDNAM,,persistent,False
1240,gnl|Prokka|gelc_01679,geobacillus_cnambio1,MEBKDNAM_01602,MEBKDNAM,,persistent,True
1241,gnl|Prokka|gelc_01639,geobacillus_cnambio1,MEBKDNAM_01634,MEBKDNAM,,persistent,True
1242,gnl|Prokka|gelc_01558,geobacillus_cnambio1,MEBKDNAM_01730,MEBKDNAM,,persistent,False
1243,gnl|Prokka|gelc_01506,geobacillus_cnambio1,MEBKDNAM_01769,MEBKDNAM,,persistent,True
1244,gnl|Prokka|gelc_01462,geobacillus_cnambio1,MEBKDNAM_01802,MEBKDNAM,,persistent,False
1245,gnl|Prokka|gelc_01423,geobacillus_cnambio1,MEBKDNAM_01834,MEBKDNAM,,persistent,True
1246,gnl|Prokka|gelc_01381,geobacillus_cnambio1,MEBKDNAM_01866,MEBKDNAM,,persistent,False
1247,gnl|Prokka|gelc_01341,geobacillus_cnambio1,MEBKDNAM_01898,MEBKDNAM,,persistent,False
1248,gnl|Prokka|gelc_01306,geobacillus_cnambio1,MEBKDNAM_01930,MEBKDNAM,,persistent,False
1249,gnl|Prokka|gelc_01241,geobacillus_cnambio1,MEBKDNAM_01962,MEBKDNAM,,persistent,False
1250,gnl|Prokka|gelc_01240,geobacillus_cnambio1,MEBKDNAM_01962,MEBKDNAM,,persistent,False
1251,gnl|Prokka|gelc_01202,geobacillus_cnambio1,MEBKDNAM_01994,MEBKDNAM,,persistent,True
1252,gnl|Prokka|gelc_01201,geobacillus_cnambio1,MEBKDNAM_01994,MEBKDNAM,,persistent,True
1253,gnl|Prokka|gelc_01063,geobacillus_cnambio1,MEBKDNAM_02122,MEBKDNAM,,persistent,False
1254,gnl|Prokka|gelc_00834,geobacillus_cnambio1,MEBKDNAM_02287,MEBKDNAM,,persistent,False
1255,gnl|Prokka|gelc_00800,geobacillus_cnambio1,MEBKDNAM_02319,MEBKDNAM,,persistent,False
1256,gnl|Prokka|gelc_00754,geobacillus_cnambio1,MEBKDNAM_02351,MEBKDNAM,,persistent,False
1257,gnl|Prokka|gelc_00717,geobacillus_cnambio1,MEBKDNAM_02383,MEBKDNAM,,persistent,False
1258,gnl|Prokka|gelc_00571,geobacillus_cnambio1,MEBKDNAM_02511,MEBKDNAM,,persistent,False
1259,gnl|Prokka|gelc_00533,geobacillus_cnambio1,MEBKDNAM_02543,MEBKDNAM,,persistent,False
1260,gnl|Prokka|gelc_00491,geobacillus_cnambio1,MEBKDNAM_02575,MEBKDNAM,,persistent,False
1261,gnl|Prokka|gelc_00412,geobacillus_cnambio1,MEBKDNAM_02639,MEBKDNAM,,persistent,True
1262,gnl|Prokka|gelc_00372,geobacillus_cnambio1,MEBKDNAM_02671,MEBKDNAM,,persistent,True
1263,gnl|Prokka|gelc_00327,geobacillus_cnambio1,MEBKDNAM_02703,MEBKDNAM,,persistent,False
1264,gnl|Prokka|gelc_00243,geobacillus_cnambio1,MEBKDNAM_02767,MEBKDNAM,,persistent,False
1265,gnl|Prokka|gelc_04378,geobacillus_cnambio1,MEBKDNAM_02767,MEBKDNAM,,persistent,False
1266,gnl|Prokka|gelc_00200,geobacillus_cnambio1,MEBKDNAM_02799,MEBKDNAM,,persistent,True
1267,gnl|Prokka|gelc_00142,geobacillus_cnambio1,MEBKDNAM_02831,MEBKDNAM,,persistent,False
1268,gnl|Prokka|gelc_00099,geobacillus_cnambio1,MEBKDNAM_02863,MEBKDNAM,,persistent,True
1269,gnl|Prokka|gelc_00060,geobacillus_cnambio1,MEBKDNAM_02895,MEBKDNAM,,persistent,False
1270,gnl|Prokka|gelc_04528,geobacillus_cnambio1,MEBKDNAM_03039,MEBKDNAM,,persistent,False
1271,gnl|Prokka|gelc_04527,geobacillus_cnambio1,MEBKDNAM_03039,MEBKDNAM,,persistent,False
1272,gnl|Prokka|gelc_04489,geobacillus_cnambio1,MEBKDNAM_03071,MEBKDNAM,,persistent,False
1273,gnl|Prokka|gelc_04445,geobacillus_cnambio1,MEBKDNAM_03103,MEBKDNAM,,persistent,True
1274,gnl|Prokka|gelc_04402,geobacillus_cnambio1,MEBKDNAM_03135,MEBKDNAM,,persistent,True
1275,gnl|Prokka|gelc_04358,geobacillus_cnambio1,MEBKDNAM_03169,MEBKDNAM,,persistent,False
1276,gnl|Prokka|gelc_04317,geobacillus_cnambio1,MEBKDNAM_03201,MEBKDNAM,,persistent,False
1277,gnl|Prokka|gelc_04199,geobacillus_cnambio1,MEBKDNAM_03265,MEBKDNAM,,shell,True
1278,gnl|Prokka|gelc_04141,geobacillus_cnambio1,MEBKDNAM_03329,MEBKDNAM,,persistent,False
1279,gnl|Prokka|gelc_04091,geobacillus_cnambio1,MEBKDNAM_03361,MEBKDNAM,,persistent,False
1280,gnl|Prokka|gelc_04047,geobacillus_cnambio1,MEBKDNAM_03393,MEBKDNAM,,shell,True
1281,gnl|Prokka|gelc_03978,geobacillus_cnambio1,MEBKDNAM_03457,MEBKDNAM,,persistent,False
1282,gnl|Prokka|gelc_03898,geobacillus_cnambio1,MEBKDNAM_03521,MEBKDNAM,,persistent,False
1283,gnl|Prokka|gelc_00838,geobacillus_cnambio1,NCBEONCI_00092,NCBEONCI,,persistent,False
1284,gnl|Prokka|gelc_00804,geobacillus_cnambio1,NCBEONCI_00124,NCBEONCI,,persistent,False
1285,gnl|Prokka|gelc_00758,geobacillus_cnambio1,NCBEONCI_00156,NCBEONCI,,persistent,False
1286,gnl|Prokka|gelc_00722,geobacillus_cnambio1,NCBEONCI_00188,NCBEONCI,,persistent,False
1287,gnl|Prokka|gelc_00701,geobacillus_cnambio1,NCBEONCI_00220,NCBEONCI,,persistent,False
1288,gnl|Prokka|gelc_00647,geobacillus_cnambio1,NCBEONCI_00284,NCBEONCI,,persistent,True
1289,gnl|Prokka|gelc_00599,geobacillus_cnambio1,NCBEONCI_00316,NCBEONCI,,persistent,True
1290,gnl|Prokka|gelc_00559,geobacillus_cnambio1,NCBEONCI_00348,NCBEONCI,,persistent,True
1291,gnl|Prokka|gelc_00521,geobacillus_cnambio1,NCBEONCI_00380,NCBEONCI,,persistent,False
1292,gnl|Prokka|gelc_00479,geobacillus_cnambio1,NCBEONCI_00412,NCBEONCI,,persistent,False
1293,gnl|Prokka|gelc_00401,geobacillus_cnambio1,NCBEONCI_00476,NCBEONCI,,persistent,False
1294,gnl|Prokka|gelc_00277,geobacillus_cnambio1,NCBEONCI_00572,NCBEONCI,,persistent,False
1295,gnl|Prokka|gelc_00278,geobacillus_cnambio1,NCBEONCI_00572,NCBEONCI,,persistent,False
1296,gnl|Prokka|gelc_00233,geobacillus_cnambio1,NCBEONCI_00604,NCBEONCI,,persistent,False
1297,gnl|Prokka|gelc_00191,geobacillus_cnambio1,NCBEONCI_00636,NCBEONCI,,persistent,True
1298,gnl|Prokka|gelc_00131,geobacillus_cnambio1,NCBEONCI_00668,NCBEONCI,,persistent,True
1299,gnl|Prokka|gelc_00090,geobacillus_cnambio1,NCBEONCI_00700,NCBEONCI,,persistent,True
1300,gnl|Prokka|gelc_00052,geobacillus_cnambio1,NCBEONCI_00732,NCBEONCI,,persistent,False
1301,gnl|Prokka|gelc_02104,geobacillus_cnambio1,NCBEONCI_00807,NCBEONCI,,persistent,True
1302,gnl|Prokka|gelc_02145,geobacillus_cnambio1,NCBEONCI_00839,NCBEONCI,,persistent,False
1303,gnl|Prokka|gelc_02188,geobacillus_cnambio1,NCBEONCI_00871,NCBEONCI,,persistent,True
1304,gnl|Prokka|gelc_02233,geobacillus_cnambio1,NCBEONCI_00903,NCBEONCI,,persistent,False
1305,gnl|Prokka|gelc_02232,geobacillus_cnambio1,NCBEONCI_00903,NCBEONCI,,persistent,False
1306,gnl|Prokka|gelc_02135,geobacillus_cnambio1,IJIGFOAD_00574,IJIGFOAD,,persistent,False
1307,gnl|Prokka|gelc_02136,geobacillus_cnambio1,IJIGFOAD_00574,IJIGFOAD,,persistent,False
1308,gnl|Prokka|gelc_02175,geobacillus_cnambio1,IJIGFOAD_00606,IJIGFOAD,,persistent,False
1309,gnl|Prokka|gelc_02176,geobacillus_cnambio1,IJIGFOAD_00606,IJIGFOAD,,persistent,False
1310,gnl|Prokka|gelc_02218,geobacillus_cnambio1,IJIGFOAD_00638,IJIGFOAD,,persistent,True
1311,gnl|Prokka|gelc_02261,geobacillus_cnambio1,IJIGFOAD_00670,IJIGFOAD,,persistent,False
1312,gnl|Prokka|gelc_02120,geobacillus_cnambio1,IJIGFOAD_00670,IJIGFOAD,,persistent,False
1313,gnl|Prokka|gelc_02296,geobacillus_cnambio1,IJIGFOAD_00702,IJIGFOAD,,persistent,False
1314,gnl|Prokka|gelc_02341,geobacillus_cnambio1,IJIGFOAD_00734,IJIGFOAD,,persistent,False
1315,gnl|Prokka|gelc_02340,geobacillus_cnambio1,IJIGFOAD_00734,IJIGFOAD,,persistent,False
1316,gnl|Prokka|gelc_02393,geobacillus_cnambio1,IJIGFOAD_00766,IJIGFOAD,,persistent,False
1317,gnl|Prokka|gelc_02471,geobacillus_cnambio1,IJIGFOAD_00830,IJIGFOAD,,persistent,True
1318,gnl|Prokka|gelc_02509,geobacillus_cnambio1,IJIGFOAD_00862,IJIGFOAD,,persistent,True
1319,gnl|Prokka|gelc_02625,geobacillus_cnambio1,IJIGFOAD_00926,IJIGFOAD,,persistent,False
1320,gnl|Prokka|gelc_02916,geobacillus_cnambio1,IJIGFOAD_01151,IJIGFOAD,,persistent,True
1321,gnl|Prokka|gelc_02952,geobacillus_cnambio1,IJIGFOAD_01183,IJIGFOAD,,persistent,True
1322,gnl|Prokka|gelc_02990,geobacillus_cnambio1,IJIGFOAD_01215,IJIGFOAD,,persistent,True
1323,gnl|Prokka|gelc_02989,geobacillus_cnambio1,IJIGFOAD_01215,IJIGFOAD,,persistent,True
1324,gnl|Prokka|gelc_03422,geobacillus_cnambio1,IJIGFOAD_01524,IJIGFOAD,,persistent,False
1325,gnl|Prokka|gelc_03469,geobacillus_cnambio1,IJIGFOAD_01556,IJIGFOAD,,persistent,True
1326,gnl|Prokka|gelc_04179,geobacillus_cnambio1,IJIGFOAD_02100,IJIGFOAD,,persistent,False
1327,gnl|Prokka|gelc_04220,geobacillus_cnambio1,IJIGFOAD_02132,IJIGFOAD,,shell,True
1328,gnl|Prokka|gelc_04219,geobacillus_cnambio1,IJIGFOAD_02132,IJIGFOAD,,shell,True
1329,gnl|Prokka|gelc_04343,geobacillus_cnambio1,IJIGFOAD_02196,IJIGFOAD,,persistent,True
1330,gnl|Prokka|gelc_04384,geobacillus_cnambio1,IJIGFOAD_02229,IJIGFOAD,,cloud,True
1331,gnl|Prokka|gelc_04468,geobacillus_cnambio1,IJIGFOAD_02358,IJIGFOAD,,persistent,True
1332,gnl|Prokka|gelc_00676,geobacillus_cnambio1,IJIGFOAD_03014,IJIGFOAD,,persistent,False
1333,gnl|Prokka|gelc_00853,geobacillus_cnambio1,IJIGFOAD_03174,IJIGFOAD,,persistent,True
1334,gnl|Prokka|gelc_01129,geobacillus_cnambio1,IJIGFOAD_03339,IJIGFOAD,,shell,False
1335,gnl|Prokka|gelc_01169,geobacillus_cnambio1,IJIGFOAD_03371,IJIGFOAD,,persistent,True
1336,gnl|Prokka|gelc_02923,geobacillus_cnambio1,IJIGFOAD_03371,IJIGFOAD,,persistent,True
1337,gnl|Prokka|gelc_04304,geobacillus_cnambio1,FDKLAMFJ_02442,FDKLAMFJ,,persistent,True
1338,gnl|Prokka|gelc_04331,geobacillus_cnambio1,FDKLAMFJ_02474,FDKLAMFJ,,persistent,False
1339,gnl|Prokka|gelc_04535,geobacillus_cnambio1,FDKLAMFJ_02636,FDKLAMFJ,,persistent,False
1340,gnl|Prokka|gelc_00978,geobacillus_cnambio1,FDKLAMFJ_03488,FDKLAMFJ,,shell,True
1341,gnl|Prokka|gelc_03720,geobacillus_cnambio1,FLBMOKII_00061,FLBMOKII,,persistent,False
1342,gnl|Prokka|gelc_03669,geobacillus_cnambio1,FLBMOKII_00103,FLBMOKII,,persistent,False
1343,gnl|Prokka|gelc_03433,geobacillus_cnambio1,FLBMOKII_00313,FLBMOKII,,persistent,False
1344,gnl|Prokka|gelc_03155,geobacillus_cnambio1,FLBMOKII_00537,FLBMOKII,,persistent,True
1345,gnl|Prokka|gelc_03121,geobacillus_cnambio1,FLBMOKII_00569,FLBMOKII,,persistent,True
1346,gnl|Prokka|gelc_03082,geobacillus_cnambio1,FLBMOKII_00601,FLBMOKII,,persistent,True
1347,gnl|Prokka|gelc_03081,geobacillus_cnambio1,FLBMOKII_00601,FLBMOKII,,persistent,True
1348,gnl|Prokka|gelc_02870,geobacillus_cnambio1,FLBMOKII_00782,FLBMOKII,,cloud,False
1349,gnl|Prokka|gelc_02871,geobacillus_cnambio1,FLBMOKII_00782,FLBMOKII,,cloud,False
1350,gnl|Prokka|gelc_01764,geobacillus_cnambio1,FLBMOKII_01648,FLBMOKII,,persistent,False
1351,gnl|Prokka|gelc_01725,geobacillus_cnambio1,FLBMOKII_01680,FLBMOKII,,persistent,True
1352,gnl|Prokka|gelc_01681,geobacillus_cnambio1,FLBMOKII_01715,FLBMOKII,,persistent,False
1353,gnl|Prokka|gelc_01641,geobacillus_cnambio1,FLBMOKII_01747,FLBMOKII,,persistent,False
1354,gnl|Prokka|gelc_04182,geobacillus_cnambio1,IJIGFOAD_02103,IJIGFOAD,,persistent,False
1355,gnl|Prokka|gelc_04224,geobacillus_cnambio1,IJIGFOAD_02135,IJIGFOAD,,persistent,False
1356,gnl|Prokka|gelc_04225,geobacillus_cnambio1,IJIGFOAD_02135,IJIGFOAD,,persistent,False
1357,gnl|Prokka|gelc_04473,geobacillus_cnambio1,IJIGFOAD_02361,IJIGFOAD,,persistent,True
1358,gnl|Prokka|gelc_04548,geobacillus_cnambio1,IJIGFOAD_02425,IJIGFOAD,,persistent,True
1359,gnl|Prokka|gelc_00681,geobacillus_cnambio1,IJIGFOAD_03017,IJIGFOAD,,persistent,False
1360,gnl|Prokka|gelc_00680,geobacillus_cnambio1,IJIGFOAD_03017,IJIGFOAD,,persistent,False
1361,gnl|Prokka|gelc_02679,geobacillus_cnambio1,AHOIKHHK_00183,AHOIKHHK,,persistent,False
1362,gnl|Prokka|gelc_02702,geobacillus_cnambio1,AHOIKHHK_00183,AHOIKHHK,,persistent,False
1363,gnl|Prokka|gelc_02680,geobacillus_cnambio1,AHOIKHHK_00183,AHOIKHHK,,persistent,False
1364,gnl|Prokka|gelc_02703,geobacillus_cnambio1,AHOIKHHK_00183,AHOIKHHK,,persistent,False
1365,gnl|Prokka|gelc_02681,geobacillus_cnambio1,AHOIKHHK_00183,AHOIKHHK,,persistent,False
1366,gnl|Prokka|gelc_02940,geobacillus_cnambio1,AHOIKHHK_00503,AHOIKHHK,,persistent,True
1367,gnl|Prokka|gelc_00880,geobacillus_cnambio1,AHOIKHHK_00831,AHOIKHHK,,persistent,False
1368,gnl|Prokka|gelc_01970,geobacillus_cnambio1,AHOIKHHK_01119,AHOIKHHK,,persistent,True
1369,gnl|Prokka|gelc_01969,geobacillus_cnambio1,AHOIKHHK_01119,AHOIKHHK,,persistent,True
1370,gnl|Prokka|gelc_00081,geobacillus_cnambio1,AHOIKHHK_01305,AHOIKHHK,,persistent,False
1371,gnl|Prokka|gelc_02034,geobacillus_cnambio1,gnl|Prokka|gelc_02034,gnl|Prokka|gelc,,persistent,True
1372,gnl|Prokka|gelc_02624,geobacillus_cnambio1,gnl|Prokka|gelc_02624,gnl|Prokka|gelc,,cloud,True
1373,gnl|Prokka|gelc_03199,geobacillus_cnambio1,gnl|Prokka|gelc_03199,gnl|Prokka|gelc,,cloud,True
1374,gnl|Prokka|gelc_03232,geobacillus_cnambio1,gnl|Prokka|gelc_03232,gnl|Prokka|gelc,,cloud,True
1375,gnl|Prokka|gelc_03626,geobacillus_cnambio1,gnl|Prokka|gelc_03626,gnl|Prokka|gelc,,persistent,False
1376,gnl|Prokka|gelc_03846,geobacillus_cnambio1,gnl|Prokka|gelc_03846,gnl|Prokka|gelc,,shell,True
1377,gnl|Prokka|gelc_04071,geobacillus_cnambio1,gnl|Prokka|gelc_04071,gnl|Prokka|gelc,,shell,False
1378,gnl|Prokka|gelc_04135,geobacillus_cnambio1,gnl|Prokka|gelc_04135,gnl|Prokka|gelc,,cloud,True
1379,gnl|Prokka|gelc_04622,geobacillus_cnambio1,gnl|Prokka|gelc_04622,gnl|Prokka|gelc,,cloud,False
1380,gnl|Prokka|gelc_03797,geobacillus_cnambio1,FDKLAMFJ_02064,FDKLAMFJ,,persistent,False
1381,gnl|Prokka|gelc_04424,geobacillus_cnambio1,FDKLAMFJ_02546,FDKLAMFJ,,persistent,True
1382,gnl|Prokka|gelc_04423,geobacillus_cnambio1,FDKLAMFJ_02546,FDKLAMFJ,,persistent,True
1383,gnl|Prokka|gelc_01017,geobacillus_cnambio1,FDKLAMFJ_03526,FDKLAMFJ,,shell,True
1384,gnl|Prokka|gelc_03711,geobacillus_cnambio1,FLBMOKII_00069,FLBMOKII,,persistent,True
1385,gnl|Prokka|gelc_03385,geobacillus_cnambio1,FLBMOKII_00351,FLBMOKII,,shell,True
1386,gnl|Prokka|gelc_03075,geobacillus_cnambio1,FLBMOKII_00607,FLBMOKII,,persistent,True
1387,gnl|Prokka|gelc_03019,geobacillus_cnambio1,FLBMOKII_00660,FLBMOKII,,persistent,True
1388,gnl|Prokka|gelc_01601,geobacillus_cnambio1,HLMLLCKC_00861,HLMLLCKC,,persistent,False
1389,gnl|Prokka|gelc_02016,geobacillus_cnambio1,HLMLLCKC_01184,HLMLLCKC,,cloud,False
1390,gnl|Prokka|gelc_00035,geobacillus_cnambio1,HLMLLCKC_02727,HLMLLCKC,,persistent,True
1391,gnl|Prokka|gelc_04016,geobacillus_cnambio1,HLMLLCKC_02759,HLMLLCKC,,persistent,True
1392,gnl|Prokka|gelc_04017,geobacillus_cnambio1,HLMLLCKC_02759,HLMLLCKC,,persistent,True
1393,gnl|Prokka|gelc_01296,geobacillus_cnambio1,HLMLLCKC_03388,HLMLLCKC,,shell,False
1394,gnl|Prokka|gelc_01249,geobacillus_cnambio1,HLMLLCKC_03420,HLMLLCKC,,persistent,False
1395,gnl|Prokka|gelc_01290,geobacillus_cnambio1,FDKLAMFJ_00048,FDKLAMFJ,,shell,False
1396,gnl|Prokka|gelc_01184,geobacillus_cnambio1,AHOIKHHK_01735,AHOIKHHK,,shell,False
1397,gnl|Prokka|gelc_03565,geobacillus_cnambio1,HLMLLCKC_03060,HLMLLCKC,,shell,True
1398,gnl|Prokka|gelc_04371,geobacillus_cnambio1,HLMLLCKC_03298,HLMLLCKC,,persistent,True
1399,gnl|Prokka|gelc_03280,geobacillus_cnambio1,FDKLAMFJ_01658,FDKLAMFJ,,persistent,True
1400,gnl|Prokka|gelc_00080,geobacillus_cnambio1,gnl|Prokka|gelc_00080,gnl|Prokka|gelc,,cloud,True
1401,gnl|Prokka|gelc_00541,geobacillus_cnambio1,gnl|Prokka|gelc_00541,gnl|Prokka|gelc,,persistent,True
1402,gnl|Prokka|gelc_00573,geobacillus_cnambio1,gnl|Prokka|gelc_00573,gnl|Prokka|gelc,,persistent,True
1403,gnl|Prokka|gelc_00606,geobacillus_cnambio1,gnl|Prokka|gelc_00606,gnl|Prokka|gelc,,cloud,False
1404,gnl|Prokka|gelc_00671,geobacillus_cnambio1,gnl|Prokka|gelc_00671,gnl|Prokka|gelc,,persistent,True
1405,gnl|Prokka|gelc_00703,geobacillus_cnambio1,gnl|Prokka|gelc_00703,gnl|Prokka|gelc,,persistent,False
1406,gnl|Prokka|gelc_00801,geobacillus_cnambio1,gnl|Prokka|gelc_00801,gnl|Prokka|gelc,,persistent,False
1407,gnl|Prokka|gelc_00897,geobacillus_cnambio1,gnl|Prokka|gelc_00897,gnl|Prokka|gelc,,persistent,False
1408,gnl|Prokka|gelc_00930,geobacillus_cnambio1,gnl|Prokka|gelc_00930,gnl|Prokka|gelc,,persistent,True
1409,gnl|Prokka|gelc_01032,geobacillus_cnambio1,gnl|Prokka|gelc_01032,gnl|Prokka|gelc,,persistent,True
1410,gnl|Prokka|gelc_01066,geobacillus_cnambio1,gnl|Prokka|gelc_01066,gnl|Prokka|gelc,,persistent,False
