Gene ID,Organism,Gene Family,Genome ID,UniProtKB,Partition
NCBEONCI_01207,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00198,AHOIKHHK,nan,persistent
FLBMOKII_00965,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00198,AHOIKHHK,nan,persistent
KGENGAEB_00061,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00230,AHOIKHHK,O31662,persistent
IJIGFOAD_00921,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00230,AHOIKHHK,O31662,persistent
AHOIKHHK_00230,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00230,AHOIKHHK,O31662,persistent
FDKLAMFJ_01096,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00230,AHOIKHHK,O31662,persistent
HLMLLCKC_01493,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00230,AHOIKHHK,O31662,persistent
MEBKDNAM_00916,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00230,AHOIKHHK,O31662,persistent
NCBEONCI_01175,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00230,AHOIKHHK,O31662,persistent
FLBMOKII_00997,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00230,AHOIKHHK,O31662,persistent
KGENGAEB_01501,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00390,AHOIKHHK,P37965,persistent
IJIGFOAD_03011,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00390,AHOIKHHK,P37965,persistent
AHOIKHHK_00390,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00390,AHOIKHHK,P37965,persistent
FDKLAMFJ_03224,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00390,AHOIKHHK,P37965,persistent
HLMLLCKC_00636,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00390,AHOIKHHK,P37965,persistent
MEBKDNAM_02433,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00390,AHOIKHHK,P37965,persistent
NCBEONCI_00241,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00390,AHOIKHHK,P37965,persistent
FLBMOKII_02493,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00390,AHOIKHHK,P37965,persistent
KGENGAEB_01533,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00422,AHOIKHHK,P54512,persistent
IJIGFOAD_02979,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00422,AHOIKHHK,P54512,persistent
AHOIKHHK_00422,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00422,AHOIKHHK,P54512,persistent
FDKLAMFJ_03192,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00422,AHOIKHHK,P54512,persistent
HLMLLCKC_00604,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00422,AHOIKHHK,P54512,persistent
MEBKDNAM_02466,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00422,AHOIKHHK,P54512,persistent
NCBEONCI_00294,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00422,AHOIKHHK,P54512,persistent
FLBMOKII_02525,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00422,AHOIKHHK,P54512,persistent
KGENGAEB_02323,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00454,AHOIKHHK,nan,persistent
IJIGFOAD_01222,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00454,AHOIKHHK,nan,persistent
AHOIKHHK_00454,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00454,AHOIKHHK,nan,persistent
FDKLAMFJ_01420,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00454,AHOIKHHK,nan,persistent
HLMLLCKC_00145,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00454,AHOIKHHK,nan,persistent
MEBKDNAM_00585,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00454,AHOIKHHK,nan,persistent
NCBEONCI_01473,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00454,AHOIKHHK,nan,persistent
FLBMOKII_00678,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00454,AHOIKHHK,nan,persistent
KGENGAEB_00345,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00550,AHOIKHHK,P65967,persistent
IJIGFOAD_00637,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00550,AHOIKHHK,P65967,persistent
AHOIKHHK_00550,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00550,AHOIKHHK,P65967,persistent
FDKLAMFJ_00777,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00550,AHOIKHHK,P65967,persistent
HLMLLCKC_02959,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00550,AHOIKHHK,P65967,persistent
MEBKDNAM_01201,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00550,AHOIKHHK,P65967,persistent
NCBEONCI_00893,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00550,AHOIKHHK,P65967,persistent
FLBMOKII_01308,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00550,AHOIKHHK,P65967,persistent
KGENGAEB_02841,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00616,AHOIKHHK,nan,persistent
IJIGFOAD_02400,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00616,AHOIKHHK,nan,persistent
AHOIKHHK_00616,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00616,AHOIKHHK,nan,persistent
FDKLAMFJ_02624,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00616,AHOIKHHK,nan,persistent
HLMLLCKC_00694,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00616,AHOIKHHK,nan,persistent
MEBKDNAM_03045,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00616,AHOIKHHK,nan,persistent
NCBEONCI_03252,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00616,AHOIKHHK,nan,persistent
FLBMOKII_03072,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00616,AHOIKHHK,nan,persistent
KGENGAEB_02873,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00648,AHOIKHHK,nan,persistent
IJIGFOAD_02368,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00648,AHOIKHHK,nan,persistent
AHOIKHHK_00648,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00648,AHOIKHHK,nan,persistent
FDKLAMFJ_02592,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00648,AHOIKHHK,nan,persistent
HLMLLCKC_00662,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00648,AHOIKHHK,nan,persistent
MEBKDNAM_03077,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00648,AHOIKHHK,nan,persistent
NCBEONCI_03284,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00648,AHOIKHHK,nan,persistent
FLBMOKII_03104,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00648,AHOIKHHK,nan,persistent
KGENGAEB_03050,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00750,AHOIKHHK,P05392,persistent
IJIGFOAD_01713,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00750,AHOIKHHK,P05392,persistent
AHOIKHHK_00750,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00750,AHOIKHHK,P05392,persistent
FDKLAMFJ_01955,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00750,AHOIKHHK,P05392,persistent
HLMLLCKC_01670,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00750,AHOIKHHK,P05392,persistent
MEBKDNAM_00113,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00750,AHOIKHHK,P05392,persistent
NCBEONCI_01622,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00750,AHOIKHHK,P05392,persistent
FLBMOKII_00117,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00750,AHOIKHHK,P05392,persistent
KGENGAEB_03018,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
KGENGAEB_01923,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
IJIGFOAD_01681,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
IJIGFOAD_00052,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
AHOIKHHK_00782,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
AHOIKHHK_02163,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
FDKLAMFJ_00166,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
FDKLAMFJ_01923,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
HLMLLCKC_03092,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
HLMLLCKC_02044,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
MEBKDNAM_01822,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
MEBKDNAM_00145,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
NCBEONCI_01590,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
NCBEONCI_02399,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
FLBMOKII_00149,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
FLBMOKII_01919,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00782,AHOIKHHK,P19994,persistent
KGENGAEB_01301,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00814,AHOIKHHK,Q7SIB1,persistent
IJIGFOAD_03211,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00814,AHOIKHHK,Q7SIB1,persistent
AHOIKHHK_00814,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00814,AHOIKHHK,Q7SIB1,persistent
FDKLAMFJ_03411,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00814,AHOIKHHK,Q7SIB1,persistent
HLMLLCKC_00526,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00814,AHOIKHHK,Q7SIB1,persistent
MEBKDNAM_02234,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00814,AHOIKHHK,Q7SIB1,persistent
NCBEONCI_00041,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00814,AHOIKHHK,Q7SIB1,persistent
FLBMOKII_02308,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00814,AHOIKHHK,Q7SIB1,persistent
KGENGAEB_01333,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00846,AHOIKHHK,Q9X6J6,persistent
IJIGFOAD_03179,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00846,AHOIKHHK,Q9X6J6,persistent
AHOIKHHK_00846,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00846,AHOIKHHK,Q9X6J6,persistent
FDKLAMFJ_03379,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00846,AHOIKHHK,Q9X6J6,persistent
HLMLLCKC_00558,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00846,AHOIKHHK,Q9X6J6,persistent
MEBKDNAM_02266,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00846,AHOIKHHK,Q9X6J6,persistent
NCBEONCI_00073,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00846,AHOIKHHK,Q9X6J6,persistent
FLBMOKII_02340,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00846,AHOIKHHK,Q9X6J6,persistent
KGENGAEB_00186,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00878,AHOIKHHK,nan,persistent
IJIGFOAD_00796,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00878,AHOIKHHK,nan,persistent
AHOIKHHK_00878,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00878,AHOIKHHK,nan,persistent
FDKLAMFJ_00946,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00878,AHOIKHHK,nan,persistent
HLMLLCKC_01815,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00878,AHOIKHHK,nan,persistent
MEBKDNAM_01040,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00878,AHOIKHHK,nan,persistent
NCBEONCI_01053,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00878,AHOIKHHK,nan,persistent
FLBMOKII_01148,Geobacillus_thermodenitrificans_T12,AHOIKHHK_00878,AHOIKHHK,nan,persistent
KGENGAEB_00218,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_00910,AHOIKHHK,nan,persistent
IJIGFOAD_00764,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_00910,AHOIKHHK,nan,persistent
AHOIKHHK_00910,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_00910,AHOIKHHK,nan,persistent
FDKLAMFJ_00914,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_00910,AHOIKHHK,nan,persistent
HLMLLCKC_01783,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_00910,AHOIKHHK,nan,persistent
MEBKDNAM_01072,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_00910,AHOIKHHK,nan,persistent
NCBEONCI_01021,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_00910,AHOIKHHK,nan,persistent
AHOIKHHK_01134,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01134,AHOIKHHK,nan,cloud
FDKLAMFJ_00612,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01134,AHOIKHHK,nan,cloud
MEBKDNAM_01352,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01134,AHOIKHHK,nan,cloud
KGENGAEB_00385,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01209,AHOIKHHK,P0A1Y0,persistent
IJIGFOAD_00597,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01209,AHOIKHHK,P0A1Y0,persistent
AHOIKHHK_01209,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01209,AHOIKHHK,P0A1Y0,persistent
FDKLAMFJ_00737,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01209,AHOIKHHK,P0A1Y0,persistent
HLMLLCKC_02999,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01209,AHOIKHHK,P0A1Y0,persistent
MEBKDNAM_01241,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01209,AHOIKHHK,P0A1Y0,persistent
NCBEONCI_00853,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01209,AHOIKHHK,P0A1Y0,persistent
FLBMOKII_01348,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01209,AHOIKHHK,P0A1Y0,persistent
KGENGAEB_00418,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01241,AHOIKHHK,P9WG63,persistent
IJIGFOAD_00564,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01241,AHOIKHHK,P9WG63,persistent
AHOIKHHK_01241,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01241,AHOIKHHK,P9WG63,persistent
FDKLAMFJ_00705,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01241,AHOIKHHK,P9WG63,persistent
HLMLLCKC_03031,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01241,AHOIKHHK,P9WG63,persistent
MEBKDNAM_01274,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01241,AHOIKHHK,P9WG63,persistent
NCBEONCI_00821,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01241,AHOIKHHK,P9WG63,persistent
FLBMOKII_01380,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01241,AHOIKHHK,P9WG63,persistent
KGENGAEB_02181,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01320,AHOIKHHK,nan,persistent
IJIGFOAD_02107,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01320,AHOIKHHK,nan,persistent
AHOIKHHK_01320,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01320,AHOIKHHK,nan,persistent
FDKLAMFJ_02365,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01320,AHOIKHHK,nan,persistent
HLMLLCKC_02376,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01320,AHOIKHHK,nan,persistent
MEBKDNAM_03275,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01320,AHOIKHHK,nan,persistent
NCBEONCI_02941,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01320,AHOIKHHK,nan,persistent
FLBMOKII_03305,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01320,AHOIKHHK,nan,persistent
KGENGAEB_02799,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01352,AHOIKHHK,nan,persistent
IJIGFOAD_03265,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01352,AHOIKHHK,nan,persistent
AHOIKHHK_01352,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01352,AHOIKHHK,nan,persistent
FDKLAMFJ_03549,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01352,AHOIKHHK,nan,persistent
HLMLLCKC_01521,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01352,AHOIKHHK,nan,persistent
MEBKDNAM_02136,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01352,AHOIKHHK,nan,persistent
NCBEONCI_03337,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01352,AHOIKHHK,nan,persistent
FLBMOKII_02247,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01352,AHOIKHHK,nan,persistent
AHOIKHHK_01385,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01385,AHOIKHHK,Q8NQC8,shell
FDKLAMFJ_00280,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01385,AHOIKHHK,Q8NQC8,shell
HLMLLCKC_03210,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01385,AHOIKHHK,Q8NQC8,shell
MEBKDNAM_01690,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01385,AHOIKHHK,Q8NQC8,shell
NCBEONCI_02265,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01385,AHOIKHHK,Q8NQC8,shell
FLBMOKII_01800,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01385,AHOIKHHK,Q8NQC8,shell
KGENGAEB_01134,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01513,AHOIKHHK,O86311,persistent
IJIGFOAD_00383,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01513,AHOIKHHK,O86311,persistent
AHOIKHHK_01513,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01513,AHOIKHHK,O86311,persistent
FDKLAMFJ_00505,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01513,AHOIKHHK,O86311,persistent
HLMLLCKC_01067,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01513,AHOIKHHK,O86311,persistent
MEBKDNAM_01453,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01513,AHOIKHHK,O86311,persistent
NCBEONCI_02021,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01513,AHOIKHHK,O86311,persistent
FLBMOKII_01565,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01513,AHOIKHHK,O86311,persistent
KGENGAEB_01102,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01545,AHOIKHHK,P31142,persistent
IJIGFOAD_00351,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01545,AHOIKHHK,P31142,persistent
AHOIKHHK_01545,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01545,AHOIKHHK,P31142,persistent
FDKLAMFJ_00473,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01545,AHOIKHHK,P31142,persistent
HLMLLCKC_01036,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01545,AHOIKHHK,P31142,persistent
MEBKDNAM_01485,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01545,AHOIKHHK,P31142,persistent
NCBEONCI_02053,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01545,AHOIKHHK,P31142,persistent
FLBMOKII_01599,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01545,AHOIKHHK,P31142,persistent
KGENGAEB_01956,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01577,AHOIKHHK,nan,persistent
KGENGAEB_01073,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01577,AHOIKHHK,nan,persistent
KGENGAEB_01071,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01577,AHOIKHHK,nan,persistent
IJIGFOAD_00322,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01577,AHOIKHHK,nan,persistent
IJIGFOAD_00085,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01577,AHOIKHHK,nan,persistent
IJIGFOAD_00320,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01577,AHOIKHHK,nan,persistent
AHOIKHHK_01577,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01577,AHOIKHHK,nan,persistent
AHOIKHHK_02212,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01577,AHOIKHHK,nan,persistent
AHOIKHHK_01575,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01577,AHOIKHHK,nan,persistent
FDKLAMFJ_00443,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01577,AHOIKHHK,nan,persistent
FDKLAMFJ_00441,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01577,AHOIKHHK,nan,persistent
FDKLAMFJ_00214,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01577,AHOIKHHK,nan,persistent
HLMLLCKC_01006,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01577,AHOIKHHK,nan,persistent
HLMLLCKC_01004,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01577,AHOIKHHK,nan,persistent
HLMLLCKC_03139,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01577,AHOIKHHK,nan,persistent
MEBKDNAM_01777,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01577,AHOIKHHK,nan,persistent
MEBKDNAM_01515,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01577,AHOIKHHK,nan,persistent
MEBKDNAM_01517,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01577,AHOIKHHK,nan,persistent
MEBKDNAM_02964,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01577,AHOIKHHK,nan,persistent
NCBEONCI_02350,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01577,AHOIKHHK,nan,persistent
NCBEONCI_01746,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01577,AHOIKHHK,nan,persistent
NCBEONCI_02083,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01577,AHOIKHHK,nan,persistent
NCBEONCI_02085,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01577,AHOIKHHK,nan,persistent
FLBMOKII_01870,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01577,AHOIKHHK,nan,persistent
FLBMOKII_01629,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01577,AHOIKHHK,nan,persistent
FLBMOKII_01631,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01577,AHOIKHHK,nan,persistent
KGENGAEB_01039,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01609,AHOIKHHK,O34712,persistent
IJIGFOAD_00288,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01609,AHOIKHHK,O34712,persistent
AHOIKHHK_01609,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01609,AHOIKHHK,O34712,persistent
FDKLAMFJ_00409,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01609,AHOIKHHK,O34712,persistent
HLMLLCKC_00972,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01609,AHOIKHHK,O34712,persistent
MEBKDNAM_01549,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01609,AHOIKHHK,O34712,persistent
NCBEONCI_02117,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01609,AHOIKHHK,O34712,persistent
FLBMOKII_01664,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01609,AHOIKHHK,O34712,persistent
KGENGAEB_01005,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01644,AHOIKHHK,P02981,persistent
IJIGFOAD_00253,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01644,AHOIKHHK,P02981,persistent
AHOIKHHK_01644,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01644,AHOIKHHK,P02981,persistent
FDKLAMFJ_00374,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01644,AHOIKHHK,P02981,persistent
HLMLLCKC_00937,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01644,AHOIKHHK,P02981,persistent
MEBKDNAM_01583,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01644,AHOIKHHK,P02981,persistent
NCBEONCI_02152,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01644,AHOIKHHK,P02981,persistent
FLBMOKII_01698,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01644,AHOIKHHK,P02981,persistent
KGENGAEB_00971,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,AHOIKHHK_01676,AHOIKHHK,nan,persistent
IJIGFOAD_00219,Geobacillus_thermodenitrificans_KCTC3902,AHOIKHHK_01676,AHOIKHHK,nan,persistent
AHOIKHHK_01676,Geobacillus_thermodenitrificans_K1041,AHOIKHHK_01676,AHOIKHHK,nan,persistent
FDKLAMFJ_00342,Geobacillus_thermodenitrificans_ID-1,AHOIKHHK_01676,AHOIKHHK,nan,persistent
HLMLLCKC_00904,Geobacillus_thermodenitrificans_OS27,AHOIKHHK_01676,AHOIKHHK,nan,persistent
MEBKDNAM_01616,Geobacillus_thermodenitrificans_NG80-2,AHOIKHHK_01676,AHOIKHHK,nan,persistent
NCBEONCI_02185,Geobacillus_thermodenitrificans_JSC_T9a,AHOIKHHK_01676,AHOIKHHK,nan,persistent
FLBMOKII_01731,Geobacillus_thermodenitrificans_T12,AHOIKHHK_01676,AHOIKHHK,nan,persistent
