locus_tag	ftype	length_bp	gene	EC_number	COG	product
KGENGAEB_00758	CDS	207				hypothetical protein
KGENGAEB_00759	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
KGENGAEB_00760	CDS	1143	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
KGENGAEB_00761	CDS	276	yajC		COG1862	Sec translocon accessory complex subunit YajC
KGENGAEB_00762	CDS	384				hypothetical protein
KGENGAEB_00763	CDS	1563	spoVB		COG2244	Stage V sporulation protein B
KGENGAEB_00764	CDS	291	comN			Post-transcriptional regulator ComN
KGENGAEB_00765	CDS	2253	secDF		COG0341	Protein translocase subunit SecDF
KGENGAEB_00766	CDS	123				hypothetical protein
KGENGAEB_00767	CDS	903	mneP		COG0053	Manganese efflux system protein MneP
KGENGAEB_00768	CDS	2358				hypothetical protein
KGENGAEB_00769	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
KGENGAEB_00770	CDS	2199	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
KGENGAEB_00771	CDS	459	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
KGENGAEB_00772	CDS	174				hypothetical protein
KGENGAEB_00773	CDS	564	ahpC_2	1.11.1.15		Alkyl hydroperoxide reductase C
KGENGAEB_00774	CDS	1524	ahpF	1.6.99.3	COG3634	NADH dehydrogenase
KGENGAEB_00775	CDS	1281	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
KGENGAEB_00776	CDS	1773	aspS	6.1.1.12		Aspartate--tRNA ligase
KGENGAEB_00777	CDS	762	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
KGENGAEB_00778	CDS	651	rsfA_1			Prespore-specific transcriptional regulator RsfA
KGENGAEB_00779	CDS	1296			COG2256	putative AAA domain-containing protein
KGENGAEB_00780	CDS	432				hypothetical protein
KGENGAEB_00781	CDS	195				hypothetical protein
KGENGAEB_00782	CDS	417	cymR			HTH-type transcriptional regulator CymR
KGENGAEB_00783	CDS	1143	iscS_2	2.8.1.7		Cysteine desulfurase IscS
KGENGAEB_00784	CDS	1116	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
KGENGAEB_00785	CDS	663	yrrB			TPR repeat-containing protein YrrB
KGENGAEB_00786	CDS	2364	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
KGENGAEB_00787	CDS	474				hypothetical protein
KGENGAEB_00788	CDS	192				hypothetical protein
KGENGAEB_00789	CDS	135				hypothetical protein
KGENGAEB_00790	CDS	1062			COG0628	Putative transport protein
KGENGAEB_00791	CDS	2637	alaS	6.1.1.7		Alanine--tRNA ligase
KGENGAEB_00792	CDS	267				hypothetical protein
KGENGAEB_00793	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
KGENGAEB_00794	CDS	297				hypothetical protein
KGENGAEB_00795	CDS	1092	mltG_1	4.2.2.-		Endolytic murein transglycosylase
KGENGAEB_00796	CDS	654	trmR_1	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
KGENGAEB_00797	CDS	930	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
KGENGAEB_00798	CDS	1272				hypothetical protein
KGENGAEB_00799	CDS	636	udk	2.7.1.48	COG0572	Uridine kinase
KGENGAEB_00800	CDS	477	greA		COG0782	Transcription elongation factor GreA
KGENGAEB_00801	CDS	1767	pbpI		COG0768	Penicillin-binding protein 4B
KGENGAEB_00802	CDS	633				hypothetical protein
KGENGAEB_00803	CDS	210				hypothetical protein
KGENGAEB_00804	CDS	648	yrrT	2.1.1.-		putative methyltransferase YrrT
KGENGAEB_00805	CDS	711	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
KGENGAEB_00806	CDS	930	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
KGENGAEB_00807	CDS	1134	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
KGENGAEB_00808	CDS	246				hypothetical protein
KGENGAEB_00809	CDS	144				hypothetical protein
KGENGAEB_00810	CDS	714	sigK			RNA polymerase sigma-28 factor
KGENGAEB_00811	CDS	1266	gltT			Proton/sodium-glutamate symport protein
KGENGAEB_00812	CDS	1026				Sodium-lithium/proton antiporter
KGENGAEB_00813	CDS	747	motB		COG1360	Motility protein B
KGENGAEB_00814	CDS	792	pomA		COG1291	Chemotaxis protein PomA
KGENGAEB_00815	CDS	540				hypothetical protein
KGENGAEB_00816	CDS	780	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
KGENGAEB_00817	CDS	141	sda			Sporulation inhibitor sda
KGENGAEB_00818	CDS	516				hypothetical protein
KGENGAEB_00819	CDS	1110	yqeH		COG1161	putative protein YqeH
KGENGAEB_00820	CDS	831	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
KGENGAEB_00821	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
KGENGAEB_00822	CDS	570				hypothetical protein
KGENGAEB_00823	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
KGENGAEB_00824	CDS	744	cmoM	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
KGENGAEB_00825	CDS	819	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
KGENGAEB_00826	CDS	612	comEA		COG1555	ComE operon protein 1
KGENGAEB_00827	CDS	468	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
KGENGAEB_00828	CDS	2247	comEC		COG0658	ComE operon protein 3
KGENGAEB_00829	CDS	135				hypothetical protein
KGENGAEB_00830	CDS	1020	yqeN		COG1466	putative protein YqeN
KGENGAEB_00831	CDS	270	rpsT		COG0268	30S ribosomal protein S20
KGENGAEB_00832	CDS	1119	gpr	3.4.24.78		Germination protease
KGENGAEB_00833	CDS	1200				hypothetical protein
KGENGAEB_00834	CDS	339				hypothetical protein
KGENGAEB_00835	CDS	1830	lepA	3.6.5.-		Elongation factor 4
KGENGAEB_00836	CDS	1140	hemW		COG0635	Heme chaperone HemW
KGENGAEB_00837	CDS	1035	hrcA		COG1420	Heat-inducible transcription repressor HrcA
KGENGAEB_00838	CDS	663	grpE		COG0576	Protein GrpE
KGENGAEB_00839	CDS	1818	dnaK		COG0443	Chaperone protein DnaK
KGENGAEB_00840	CDS	1146	dnaJ			Chaperone protein DnaJ
KGENGAEB_00841	CDS	948	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
KGENGAEB_00842	CDS	777	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
KGENGAEB_00843	CDS	1350	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
KGENGAEB_00844	CDS	672	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
KGENGAEB_00845	CDS	936				hypothetical protein
KGENGAEB_00846	CDS	174	rpsU			30S ribosomal protein S21
KGENGAEB_00847	CDS	447	yqeY		COG1610	putative protein YqeY
KGENGAEB_00848	CDS	294				hypothetical protein
KGENGAEB_00849	CDS	1188				hypothetical protein
KGENGAEB_00850	CDS	963			COG1702	PhoH-like protein
KGENGAEB_00851	CDS	2103	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
KGENGAEB_00852	CDS	471	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
KGENGAEB_00853	CDS	354	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
KGENGAEB_00854	CDS	399	cdd	3.5.4.5	COG0295	Cytidine deaminase
KGENGAEB_00855	CDS	909	era		COG1159	GTPase Era
KGENGAEB_00856	CDS	144				hypothetical protein
KGENGAEB_00857	CDS	777	recO		COG1381	DNA repair protein RecO
KGENGAEB_00858	CDS	597	ccpN		COG0517	Transcriptional repressor CcpN
KGENGAEB_00859	CDS	801	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
KGENGAEB_00860	CDS	1800	dnaG	2.7.7.-		DNA primase
KGENGAEB_00861	CDS	1128	sigA		COG0568	RNA polymerase sigma factor SigA
KGENGAEB_00862	CDS	516				hypothetical protein
KGENGAEB_00863	CDS	363	cccA_1		COG2010	Cytochrome c-550
KGENGAEB_00864	CDS	762	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
KGENGAEB_00865	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
KGENGAEB_00866	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
KGENGAEB_00867	CDS	540				hypothetical protein
KGENGAEB_00868	CDS	1311	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
KGENGAEB_00869	CDS	900	nfo	3.1.21.2	COG0648	putative endonuclease 4
KGENGAEB_00870	CDS	261				hypothetical protein
KGENGAEB_00871	CDS	882				hypothetical protein
KGENGAEB_00872	CDS	756	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KGENGAEB_00873	CDS	837	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
KGENGAEB_00874	CDS	426	zur		COG0735	Zinc-specific metallo-regulatory protein
KGENGAEB_00875	CDS	570		3.1.3.-	COG5663	Nucleotidase
KGENGAEB_00876	CDS	348				hypothetical protein
KGENGAEB_00877	CDS	1125	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
KGENGAEB_00878	CDS	312				hypothetical protein
KGENGAEB_00879	CDS	783				hypothetical protein
KGENGAEB_00880	CDS	615	sodA	1.15.1.1		Superoxide dismutase [Mn]
KGENGAEB_00881	CDS	1293				hypothetical protein
KGENGAEB_00882	CDS	2100	pbpH		COG0768	Penicillin-binding protein H
KGENGAEB_00883	CDS	963	pstS			Phosphate-binding protein PstS
KGENGAEB_00884	CDS	954				hypothetical protein
KGENGAEB_00885	CDS	870	pstA1		COG0581	Phosphate transport system permease protein PstA 1
KGENGAEB_00886	CDS	846	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
KGENGAEB_00887	CDS	654	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
KGENGAEB_00888	CDS	438	mltG_2	4.2.2.-		Endolytic murein transglycosylase
KGENGAEB_00889	CDS	351				hypothetical protein
KGENGAEB_00890	CDS	150	rpmGA			50S ribosomal protein L33 1
KGENGAEB_00891	CDS	570	yqgN		COG0212	putative protein YqgN
KGENGAEB_00892	CDS	777				hypothetical protein
KGENGAEB_00893	CDS	180				hypothetical protein
KGENGAEB_00894	CDS	738	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
KGENGAEB_00895	CDS	1173	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
KGENGAEB_00896	CDS	870				hypothetical protein
KGENGAEB_00897	CDS	1527				hypothetical protein
KGENGAEB_00898	CDS	213	yqgQ		COG4483	putative protein YqgQ
KGENGAEB_00899	CDS	954	glcK	2.7.1.2	COG1940	Glucokinase
KGENGAEB_00900	CDS	1164		3.4.19.11		Gamma-D-glutamyl-L-diamino acid endopeptidase 1
KGENGAEB_00901	CDS	177				hypothetical protein
KGENGAEB_00902	CDS	633	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
KGENGAEB_00903	CDS	1131				hypothetical protein
KGENGAEB_00904	CDS	243				hypothetical protein
KGENGAEB_00905	CDS	699				hypothetical protein
KGENGAEB_00906	CDS	1200	comGA		COG2804	ComG operon protein 1
KGENGAEB_00907	CDS	1029				hypothetical protein
KGENGAEB_00908	CDS	1530				hypothetical protein
KGENGAEB_00909	CDS	450				hypothetical protein
KGENGAEB_00910	CDS	435				hypothetical protein
KGENGAEB_00911	CDS	249				hypothetical protein
KGENGAEB_00912	CDS	198				hypothetical protein
KGENGAEB_00913	CDS	780				hypothetical protein
KGENGAEB_00914	CDS	273				hypothetical protein
KGENGAEB_00915	CDS	465				hypothetical protein
KGENGAEB_00916	CDS	456				hypothetical protein
KGENGAEB_00917	CDS	462				hypothetical protein
KGENGAEB_00918	CDS	282				hypothetical protein
KGENGAEB_00919	CDS	513		2.3.1.-	COG1670	Acetyltransferase
KGENGAEB_00920	CDS	588	tmrB			Tunicamycin resistance protein
KGENGAEB_00921	CDS	138				hypothetical protein
KGENGAEB_00922	CDS	492	ywnH_1	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
KGENGAEB_00923	CDS	249				hypothetical protein
KGENGAEB_00924	CDS	216				hypothetical protein
KGENGAEB_00925	CDS	264				hypothetical protein
KGENGAEB_00926	CDS	633				hypothetical protein
KGENGAEB_00927	CDS	2040	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KGENGAEB_00928	CDS	534				hypothetical protein
KGENGAEB_00929	CDS	447				IS1595 family transposase ISBsu3
KGENGAEB_00930	CDS	195				hypothetical protein
KGENGAEB_00931	CDS	441				hypothetical protein
KGENGAEB_00932	CDS	876	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
KGENGAEB_00933	CDS	891	nit1	3.5.1.128		Deaminated glutathione amidase
KGENGAEB_00934	CDS	1464	mco	1.-.-.-		Multicopper oxidase mco
KGENGAEB_00935	CDS	390				hypothetical protein
KGENGAEB_00936	CDS	1065	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KGENGAEB_00937	CDS	609	cmoB	2.5.1.-		tRNA U34 carboxymethyltransferase
KGENGAEB_00938	CDS	1773	expZ		COG0488	Nucleotide-binding protein ExpZ
KGENGAEB_00939	CDS	450				hypothetical protein
KGENGAEB_00940	CDS	1098				hypothetical protein
KGENGAEB_00941	CDS	201				hypothetical protein
KGENGAEB_00942	CDS	426	rppH	3.6.1.-		RNA pyrophosphohydrolase
KGENGAEB_00943	CDS	2208	katG	1.11.1.21		Catalase-peroxidase
KGENGAEB_00944	CDS	1350				hypothetical protein
KGENGAEB_00945	CDS	738	lytR		COG3279	Sensory transduction protein LytR
KGENGAEB_00946	CDS	1761				hypothetical protein
KGENGAEB_00947	CDS	717	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
KGENGAEB_00948	CDS	969	uvsE	3.-.-.-	COG4294	UV DNA damage endonuclease
KGENGAEB_00949	CDS	486				hypothetical protein
KGENGAEB_00950	CDS	579				hypothetical protein
KGENGAEB_00951	CDS	636				hypothetical protein
KGENGAEB_00952	CDS	1851	smc_3			Chromosome partition protein Smc
KGENGAEB_00953	CDS	165				hypothetical protein
KGENGAEB_00954	CDS	501				hypothetical protein
KGENGAEB_00955	CDS	1335	arsB		COG1055	Arsenical pump membrane protein
KGENGAEB_00956	CDS	669				hypothetical protein
KGENGAEB_00957	CDS	1236				hypothetical protein
KGENGAEB_00958	CDS	189				hypothetical protein
KGENGAEB_00959	CDS	1230	dinB	2.7.7.7	COG0389	DNA polymerase IV
KGENGAEB_00960	CDS	624	argO		COG1279	Arginine exporter protein ArgO
KGENGAEB_00961	CDS	1446				hypothetical protein
KGENGAEB_00962	CDS	483				hypothetical protein
KGENGAEB_00963	CDS	1374	yvbW		COG1113	putative amino acid permease YvbW
KGENGAEB_00964	CDS	210				hypothetical protein
KGENGAEB_00965	CDS	204	copZ			Copper chaperone CopZ
KGENGAEB_00966	CDS	2397	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
KGENGAEB_00967	CDS	318	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
KGENGAEB_00968	CDS	96				hypothetical protein
KGENGAEB_00969	CDS	222				hypothetical protein
KGENGAEB_00970	CDS	2091	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
KGENGAEB_00971	CDS	195				hypothetical protein
KGENGAEB_00972	CDS	828	ybdM	2.7.11.1	COG0515	putative serine/threonine-protein kinase YbdM
KGENGAEB_00973	CDS	780	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
KGENGAEB_00974	CDS	771	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KGENGAEB_00975	CDS	753	linX	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
KGENGAEB_00976	CDS	309				hypothetical protein
KGENGAEB_00977	CDS	213				hypothetical protein
KGENGAEB_00978	CDS	783	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
KGENGAEB_00979	CDS	255				hypothetical protein
KGENGAEB_00980	CDS	2124				hypothetical protein
KGENGAEB_00981	CDS	435				hypothetical protein
KGENGAEB_00982	CDS	579				hypothetical protein
KGENGAEB_00983	CDS	636				hypothetical protein
KGENGAEB_00984	CDS	1449				hypothetical protein
KGENGAEB_00985	CDS	540				hypothetical protein
KGENGAEB_00986	CDS	930	ctaA_2	1.3.-.-		Heme A synthase
KGENGAEB_00987	CDS	504	queT		COG4708	Queuosine precursor transporter QueT
KGENGAEB_00988	CDS	258				hypothetical protein
KGENGAEB_00989	CDS	99				hypothetical protein
KGENGAEB_00990	CDS	1200				hypothetical protein
KGENGAEB_00991	CDS	708	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
KGENGAEB_00992	CDS	765	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
KGENGAEB_00993	CDS	1038				hypothetical protein
KGENGAEB_00994	CDS	357	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
KGENGAEB_00995	CDS	549				hypothetical protein
KGENGAEB_00996	CDS	582	kstR2_2			HTH-type transcriptional repressor KstR2
KGENGAEB_00997	CDS	1170	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
KGENGAEB_00998	CDS	405				hypothetical protein
KGENGAEB_00999	CDS	450				hypothetical protein
KGENGAEB_01000	CDS	765	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KGENGAEB_01001	CDS	1260	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
KGENGAEB_01002	CDS	744	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacetylase
KGENGAEB_01003	CDS	561				hypothetical protein
KGENGAEB_01004	CDS	591	betI		COG1309	HTH-type transcriptional regulator BetI
KGENGAEB_01005	CDS	1215	tetA_1			Tetracycline resistance protein, class C
KGENGAEB_01006	CDS	750	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
KGENGAEB_01007	CDS	831				hypothetical protein
KGENGAEB_01008	tRNA	73				tRNA-Ala(cgc)
KGENGAEB_01009	tRNA	74				tRNA-Pro(cgg)
KGENGAEB_01010	CDS	981				hypothetical protein
KGENGAEB_01011	CDS	915	bcrA_1			Bacitracin transport ATP-binding protein BcrA
KGENGAEB_01012	CDS	798				hypothetical protein
KGENGAEB_01013	CDS	297				hypothetical protein
KGENGAEB_01014	CDS	957	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
KGENGAEB_01015	CDS	549	rmpB	5.3.1.27		3-hexulose-6-phosphate isomerase
KGENGAEB_01016	CDS	648	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
KGENGAEB_01017	CDS	1014	kdgR_1		COG1609	HTH-type transcriptional regulator KdgR
KGENGAEB_01018	CDS	663	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
KGENGAEB_01019	CDS	1305	ttuB			Putative tartrate transporter
KGENGAEB_01020	CDS	951	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
KGENGAEB_01021	CDS	747				hypothetical protein
KGENGAEB_01022	CDS	888				hypothetical protein
KGENGAEB_01023	CDS	1359	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
KGENGAEB_01024	CDS	153				hypothetical protein
KGENGAEB_01025	CDS	573	resA_1			Thiol-disulfide oxidoreductase ResA
KGENGAEB_01026	CDS	987				hypothetical protein
KGENGAEB_01027	CDS	1005				hypothetical protein
KGENGAEB_01028	CDS	657	yiiM		COG2258	Protein YiiM
KGENGAEB_01029	CDS	1800			COG1132	putative ABC transporter ATP-binding protein
KGENGAEB_01030	CDS	1737			COG1132	putative ABC transporter ATP-binding protein
KGENGAEB_01031	CDS	426				hypothetical protein
KGENGAEB_01032	CDS	420	rsbW_1	2.7.11.1		Serine-protein kinase RsbW
KGENGAEB_01033	CDS	1446				hypothetical protein
KGENGAEB_01034	CDS	1104	yndE_2			Spore germination protein YndE
KGENGAEB_01035	CDS	1197	gerBC			Spore germination protein B3
KGENGAEB_01036	CDS	1626	gerBA_2			Spore germination protein B1
KGENGAEB_01037	CDS	1707				hypothetical protein
KGENGAEB_01038	CDS	882	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
KGENGAEB_01039	CDS	408	ytrA		COG1725	HTH-type transcriptional repressor YtrA
KGENGAEB_01040	CDS	1095				hypothetical protein
KGENGAEB_01041	CDS	1536	gerXA_1			Spore germination protein XA
KGENGAEB_01042	CDS	1149				hypothetical protein
KGENGAEB_01043	CDS	186				hypothetical protein
KGENGAEB_01044	CDS	1293	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
KGENGAEB_01045	CDS	207				hypothetical protein
KGENGAEB_01046	CDS	210				hypothetical protein
KGENGAEB_01047	CDS	177				hypothetical protein
KGENGAEB_01048	CDS	207				hypothetical protein
KGENGAEB_01049	CDS	150				hypothetical protein
KGENGAEB_01050	CDS	1668	emrB			Multidrug export protein EmrB
KGENGAEB_01051	CDS	639				hypothetical protein
KGENGAEB_01052	CDS	441				hypothetical protein
KGENGAEB_01053	CDS	1560		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
KGENGAEB_01054	CDS	783	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
KGENGAEB_01055	CDS	900	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
KGENGAEB_01056	CDS	213	yngHB		COG0511	Biotin/lipoyl attachment protein
KGENGAEB_01057	CDS	1353	accC	6.3.4.14	COG0439	Biotin carboxylase
KGENGAEB_01058	CDS	1635	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
KGENGAEB_01059	CDS	1143	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
KGENGAEB_01060	CDS	627	kstR2_3			HTH-type transcriptional repressor KstR2
KGENGAEB_01061	CDS	249				hypothetical protein
KGENGAEB_01062	CDS	789				hypothetical protein
KGENGAEB_01063	CDS	258				hypothetical protein
KGENGAEB_01064	CDS	117				hypothetical protein
KGENGAEB_01065	CDS	1209	tdcB_1	4.3.1.19	COG1171	L-threonine ammonia-lyase
KGENGAEB_01066	CDS	1164	tetA_2			Tetracycline resistance protein, class B
KGENGAEB_01067	CDS	1263	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
KGENGAEB_01068	CDS	1365	norM		COG0534	Multidrug resistance protein NorM
KGENGAEB_01069	CDS	315				hypothetical protein
KGENGAEB_01070	CDS	141				hypothetical protein
KGENGAEB_01071	CDS	99				hypothetical protein
KGENGAEB_01072	CDS	930	rarD		COG2962	Protein RarD
KGENGAEB_01073	CDS	90				hypothetical protein
KGENGAEB_01074	CDS	426				hypothetical protein
KGENGAEB_01075	CDS	330				hypothetical protein
KGENGAEB_01076	CDS	879	mneS		COG0053	Manganese efflux system protein MneS
KGENGAEB_01077	CDS	699	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KGENGAEB_01078	CDS	804	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
KGENGAEB_01079	CDS	711	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
KGENGAEB_01080	CDS	405				hypothetical protein
KGENGAEB_01081	CDS	159				hypothetical protein
KGENGAEB_01082	CDS	165				hypothetical protein
KGENGAEB_01083	CDS	312				hypothetical protein
KGENGAEB_01084	CDS	1122				hypothetical protein
KGENGAEB_01085	CDS	180				hypothetical protein
KGENGAEB_01086	CDS	123				hypothetical protein
KGENGAEB_01087	CDS	645				hypothetical protein
KGENGAEB_01088	CDS	219				hypothetical protein
KGENGAEB_01089	CDS	999	bioB	2.8.1.6		Biotin synthase
KGENGAEB_01090	CDS	1440				hypothetical protein
KGENGAEB_01091	CDS	654				hypothetical protein
KGENGAEB_01092	CDS	939	corA_2		COG0598	Cobalt/magnesium transport protein CorA
KGENGAEB_01093	CDS	291				hypothetical protein
KGENGAEB_01094	CDS	408		3.1.2.-	COG2050	Putative esterase
KGENGAEB_01095	CDS	318				hypothetical protein
KGENGAEB_01096	CDS	417		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
KGENGAEB_01097	CDS	228	tlp			Small, acid-soluble spore protein Tlp
KGENGAEB_01098	CDS	147	sspN			Small, acid-soluble spore protein N
KGENGAEB_01099	CDS	132				hypothetical protein
KGENGAEB_01100	CDS	528	stoA		COG0526	Sporulation thiol-disulfide oxidoreductase A
KGENGAEB_01101	CDS	150				hypothetical protein
KGENGAEB_01102	CDS	849	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
KGENGAEB_01103	CDS	273				hypothetical protein
KGENGAEB_01104	CDS	189				hypothetical protein
KGENGAEB_01105	CDS	3729	der_1			GTPase Der
KGENGAEB_01106	CDS	573				hypothetical protein
KGENGAEB_01107	CDS	1068		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks11
KGENGAEB_01108	CDS	519				hypothetical protein
KGENGAEB_01109	CDS	294				hypothetical protein
KGENGAEB_01110	CDS	1119			COG0577	putative ABC transporter permease
KGENGAEB_01111	CDS	690	hrtA	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
KGENGAEB_01112	CDS	1308				Nucleobase transporter PlUacP
KGENGAEB_01113	CDS	585	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
KGENGAEB_01114	CDS	468				hypothetical protein
KGENGAEB_01115	CDS	471	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
KGENGAEB_01116	CDS	1650	cbaA	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
KGENGAEB_01117	CDS	1506	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
KGENGAEB_01118	CDS	1938	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
KGENGAEB_01119	CDS	1137	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
KGENGAEB_01120	CDS	297	gpsB		COG3599	Cell cycle protein GpsB
KGENGAEB_01121	CDS	237				hypothetical protein
KGENGAEB_01122	CDS	1275				hypothetical protein
KGENGAEB_01123	CDS	2301	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
KGENGAEB_01124	CDS	786	xynR_1		COG1414	HTH-type transcriptional regulator XynR
KGENGAEB_01125	CDS	780		4.3.2.3		Ureidoglycolate lyase
KGENGAEB_01126	CDS	1227		1.1.1.38		NAD-dependent malic enzyme
KGENGAEB_01127	CDS	2184	glcB	2.3.3.9	COG2225	Malate synthase G
KGENGAEB_01128	CDS	1449		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
KGENGAEB_01129	CDS	1359	lutA_1			Lactate utilization protein A
KGENGAEB_01130	CDS	1323				hypothetical protein
KGENGAEB_01131	CDS	897	Hgd	1.1.1.291		2-(hydroxymethyl)glutarate dehydrogenase
KGENGAEB_01132	CDS	795	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
KGENGAEB_01133	CDS	588				hypothetical protein
